real_name,obs_e:228433.0_n:8192778.0_x:14153_y:4197,obs_e:229788.0_n:8193427.0_x:12798_y:3548,obs_e:231595.0_n:8198480.0_x:10991_y:-1505,obs_e:231694.0_n:8197619.0_x:10892_y:-644,obs_e:233194.0_n:8190440.0_x:9392_y:6535,obs_e:233908.0_n:8189011.0_x:8678_y:7964,obs_e:234195.0_n:8198194.0_x:8391_y:-1219,obs_e:235327.0_n:8184950.0_x:7259_y:12025,obs_e:235614.0_n:8190354.0_x:6972_y:6621,obs_e:235682.0_n:8187652.0_x:6904_y:9323,obs_e:236163.0_n:8190958.0_x:6423_y:6017,obs_e:236538.0_n:8191417.0_x:6048_y:5558,obs_e:237006.0_n:8202926.0_x:5580_y:-5951,obs_e:237454.0_n:8185525.0_x:5132_y:11450,obs_e:237496.0_n:8190167.0_x:5090_y:6808,obs_e:238665.0_n:8188244.0_x:3921_y:8731,obs_e:238954.0_n:8189678.0_x:3632_y:7297,obs_e:239587.0_n:8185586.0_x:2999_y:11389,obs_e:239760.0_n:8190677.0_x:2826_y:6298,obs_e:240931.0_n:8186974.0_x:1655_y:10001,obs_e:241878.0_n:8190407.0_x:708_y:6568,obs_e:244750.0_n:8189532.0_x:-2164_y:7443,obs_e:244814.0_n:8189459.0_x:-2228_y:7516,obs_e:245486.0_n:8201343.0_x:-2900_y:-4368
247,0.537465,0.685607,0.98102,1.01027,0.927312,0.877831,1.4675,0.604422,1.23896,0.903611,1.40034,1.52424,1.53637,0.773724,1.46307,1.24728,1.53785,0.877935,1.81748,1.14242,1.88575,1.62555,1.60604,2.1974
248,0.11102,0.14162,0.202641,0.208683,0.191547,0.181326,0.30313,0.124851,0.255922,0.186652,0.289256,0.31485,0.317356,0.159822,0.302215,0.257641,0.31766,0.181348,0.375421,0.235981,0.389525,0.335776,0.331746,0.4539
249,0.664343,0.847457,1.21261,1.24876,1.14622,1.08506,1.81393,0.747106,1.53144,1.11692,1.73091,1.88406,1.89906,0.956375,1.80845,1.54172,1.90088,1.08519,2.24652,1.41211,2.33092,2.00929,1.98517,2.71614
250,0.599594,0.764861,1.09442,1.12705,1.03451,0.979305,1.63714,0.674291,1.38218,1.00807,1.56221,1.70044,1.71397,0.863164,1.6322,1.39146,1.71561,0.979421,2.02757,1.27448,2.10374,1.81345,1.79169,2.45141
251,0.043913,0.056016,0.080152,0.082542,0.075764,0.071722,0.1199,0.049383,0.101227,0.073828,0.114412,0.124535,0.125527,0.063216,0.119538,0.101907,0.125647,0.07173,0.148493,0.09334,0.154072,0.132812,0.131218,0.179535
252,0.514322,0.656085,0.938778,0.966765,0.887383,0.840032,1.40431,0.578396,1.18561,0.864702,1.34004,1.45861,1.47022,0.740408,1.40007,1.19357,1.47163,0.840131,1.73922,1.09323,1.80455,1.55555,1.53688,2.10278
253,0.053982,0.068861,0.098532,0.10147,0.093138,0.088168,0.147394,0.060707,0.124439,0.090757,0.140648,0.153092,0.154311,0.077712,0.146949,0.125275,0.154459,0.088178,0.182545,0.114743,0.189402,0.163267,0.161308,0.220704
254,0.734093,0.936432,1.33992,1.37986,1.26656,1.19898,2.00438,0.825546,1.69223,1.23419,1.91264,2.08187,2.09845,1.05679,1.99833,1.70359,2.10046,1.19912,2.48239,1.56037,2.57564,2.22024,2.1936,3.00131
255,0.073717,0.094035,0.134553,0.138564,0.127187,0.1204,0.201277,0.0829,0.169931,0.123936,0.192065,0.209059,0.210723,0.106121,0.200669,0.171072,0.210925,0.120414,0.249278,0.15669,0.258643,0.222954,0.220278,0.301387
256,1.14144,1.45606,2.08344,2.14556,1.96938,1.8643,3.11662,1.28364,2.63125,1.91905,2.97397,3.23711,3.26288,1.6432,3.1072,2.64892,3.266,1.86452,3.85987,2.42623,4.00488,3.45226,3.41083,4.66674
257,0.176641,0.225329,0.322418,0.33203,0.304767,0.288504,0.482304,0.198647,0.407192,0.296977,0.460229,0.500951,0.504939,0.254289,0.480847,0.409926,0.505422,0.288539,0.597324,0.375464,0.619764,0.534246,0.527834,0.72219
258,0.151165,0.192831,0.275917,0.284143,0.260812,0.246895,0.412744,0.169997,0.348465,0.254146,0.393853,0.428701,0.432114,0.217614,0.411497,0.350805,0.432528,0.246924,0.511176,0.321313,0.530379,0.457194,0.451707,0.618032
259,0.812721,1.03673,1.48344,1.52766,1.40222,1.3274,2.21907,0.913969,1.87348,1.36638,2.1175,2.30486,2.32321,1.16998,2.21237,1.88606,2.32543,1.32756,2.74827,1.7275,2.85152,2.45805,2.42855,3.32277
260,0.208704,0.26623,0.380942,0.392299,0.360087,0.340872,0.56985,0.234704,0.481104,0.350883,0.543768,0.591881,0.596593,0.300447,0.568129,0.484334,0.597164,0.340913,0.705748,0.443617,0.732261,0.63122,0.623644,0.853278
261,0.17967,0.229193,0.327947,0.337723,0.309993,0.293451,0.490574,0.202053,0.414174,0.30207,0.468121,0.509541,0.513597,0.258649,0.489093,0.416955,0.514089,0.293486,0.607567,0.381903,0.630391,0.543407,0.536885,0.734573
262,0.74526,0.950676,1.3603,1.40085,1.28583,1.21722,2.03487,0.838103,1.71797,1.25296,1.94173,2.11354,2.13036,1.07286,2.02872,1.7295,2.13241,1.21736,2.52015,1.58411,2.61482,2.25401,2.22696,3.04696
263,0.184398,0.235224,0.336576,0.34661,0.31815,0.301173,0.503483,0.20737,0.425073,0.310018,0.480439,0.522949,0.527112,0.265456,0.501963,0.427927,0.527617,0.301209,0.623555,0.391952,0.64698,0.557706,0.551012,0.753903
264,1.60713,2.05011,2.93345,3.0209,2.77285,2.62489,4.38814,1.80735,3.70475,2.70198,4.18729,4.55779,4.59408,2.31359,4.37489,3.72963,4.59847,2.62521,5.43463,3.41608,5.63879,4.86072,4.80238,6.57069
265,0.087333,0.111405,0.159407,0.164159,0.15068,0.142639,0.238456,0.098213,0.20132,0.146829,0.227542,0.247675,0.249647,0.125723,0.237736,0.202672,0.249886,0.142656,0.295323,0.185633,0.306418,0.264136,0.260966,0.357058
266,0.510337,0.651002,0.931504,0.959274,0.880507,0.833523,1.39343,0.573914,1.17643,0.858002,1.32966,1.44731,1.45883,0.734671,1.38922,1.18433,1.46022,0.833622,1.72574,1.08476,1.79057,1.5435,1.52497,2.08649
267,0.109406,0.139561,0.199695,0.205648,0.188762,0.17869,0.298722,0.123035,0.252201,0.183938,0.28505,0.310272,0.312742,0.157498,0.29782,0.253894,0.313041,0.178711,0.369962,0.23255,0.383861,0.330893,0.326922,0.447299
268,0.267102,0.340723,0.487532,0.502067,0.460842,0.436251,0.729298,0.300377,0.615721,0.449063,0.695918,0.757494,0.763524,0.384514,0.727096,0.619855,0.764255,0.436303,0.903222,0.567745,0.937153,0.80784,0.798144,1.09203
269,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
270,0.146801,0.187263,0.267951,0.275939,0.253281,0.239766,0.400826,0.165089,0.338404,0.246808,0.382481,0.416323,0.419637,0.211331,0.399616,0.340676,0.420039,0.239795,0.496416,0.312036,0.515065,0.443994,0.438665,0.600187
271,0.276689,0.352953,0.505033,0.520089,0.477384,0.451911,0.755477,0.311159,0.637822,0.465183,0.720899,0.784685,0.790932,0.398316,0.753195,0.642105,0.791689,0.451964,0.935644,0.588124,0.970793,0.836838,0.826794,1.13123
272,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
273,0.09196,0.117307,0.167852,0.172856,0.158663,0.150197,0.251089,0.103416,0.211986,0.154608,0.239597,0.260797,0.262873,0.132384,0.250331,0.213409,0.263125,0.150214,0.31097,0.195468,0.322652,0.278131,0.274792,0.375975
274,0.109459,0.139629,0.199793,0.205749,0.188855,0.178777,0.298869,0.123095,0.252324,0.184028,0.28519,0.310424,0.312895,0.157575,0.297966,0.254019,0.313195,0.178798,0.370143,0.232664,0.384049,0.331056,0.327082,0.447519
275,0.288476,0.367989,0.526546,0.542244,0.49772,0.471162,0.787659,0.324414,0.664993,0.484999,0.751608,0.818111,0.824624,0.415284,0.78528,0.669458,0.825414,0.471217,0.975501,0.613178,1.01215,0.872486,0.862014,1.17942
276,2.11979,2.70407,3.8692,3.98454,3.65737,3.46221,5.78792,2.38387,4.88653,3.56389,5.52301,6.01169,6.05954,3.05161,5.77044,4.91934,6.06535,3.46262,7.16822,4.50578,7.43752,6.41125,6.3343,8.66668
277,0.069602,0.088786,0.127042,0.130829,0.120087,0.113679,0.190041,0.078272,0.160445,0.117017,0.181343,0.197388,0.19896,0.100197,0.189467,0.161522,0.19915,0.113692,0.235362,0.147943,0.244204,0.210508,0.207981,0.284563
278,0.080338,0.102481,0.146638,0.15101,0.13861,0.131214,0.219356,0.090346,0.185194,0.135068,0.209316,0.227836,0.22965,0.115653,0.218693,0.186438,0.22987,0.13123,0.271668,0.170764,0.281874,0.242979,0.240063,0.328457
279,2.21709,2.82819,4.04679,4.16744,3.82525,3.62113,6.05358,2.49329,5.11083,3.72748,5.77651,6.28763,6.33768,3.19168,6.0353,5.14514,6.34375,3.62156,7.49725,4.7126,7.7789,6.70553,6.62505,9.06448
280,0.296306,0.377977,0.540838,0.556962,0.511229,0.48395,0.809038,0.333219,0.683042,0.498163,0.772009,0.840317,0.847007,0.426556,0.806595,0.687629,0.847818,0.484008,1.00198,0.629821,1.03962,0.896168,0.885412,1.21143
281,0.299084,0.381521,0.545909,0.562184,0.516023,0.488488,0.816624,0.336344,0.689447,0.502834,0.779247,0.848196,0.854948,0.430555,0.814158,0.694076,0.855767,0.488546,1.01137,0.635726,1.04937,0.90457,0.893714,1.22279
282,0.318136,0.405824,0.580684,0.597995,0.548893,0.519604,0.868643,0.357769,0.733364,0.534864,0.828885,0.902226,0.909408,0.457982,0.866019,0.738288,0.910279,0.519666,1.0758,0.676222,1.11621,0.962191,0.950643,1.30068
283,0.116683,0.148844,0.212978,0.219327,0.201318,0.190576,0.318593,0.131219,0.268977,0.196173,0.304011,0.33091,0.333544,0.167974,0.317631,0.270783,0.333864,0.190598,0.394571,0.248018,0.409394,0.352904,0.348668,0.477053
284,0.450837,0.575101,0.822899,0.847432,0.777848,0.736342,1.23097,0.507001,1.03927,0.757967,1.17463,1.27856,1.28874,0.649016,1.22725,1.04624,1.28998,0.736429,1.52454,0.958288,1.58181,1.36354,1.34718,1.84323
285,1.1245,1.43445,2.05252,2.11371,1.94015,1.83662,3.07036,1.26459,2.59219,1.89056,2.92983,3.18906,3.21445,1.61881,3.06108,2.6096,3.21753,1.83684,3.80258,2.39021,3.94543,3.40102,3.3602,4.59748
286,0.114627,0.146222,0.209225,0.215463,0.197771,0.187218,0.312979,0.128907,0.264237,0.192716,0.298654,0.325079,0.327667,0.165015,0.312034,0.266011,0.327981,0.18724,0.387619,0.243648,0.40218,0.346685,0.342524,0.468647
287,0.366604,0.467651,0.669152,0.6891,0.632518,0.598767,1.00098,0.412275,0.845093,0.616352,0.955167,1.03968,1.04796,0.527756,0.997959,0.850768,1.04896,0.598838,1.2397,0.779245,1.28627,1.10878,1.09547,1.49884
288,0.117798,0.150267,0.215014,0.221424,0.203243,0.192398,0.321639,0.132474,0.271548,0.198048,0.306917,0.334074,0.336733,0.16958,0.320667,0.273371,0.337056,0.19242,0.398343,0.25039,0.413308,0.356278,0.352002,0.481614
289,0.644977,0.822753,1.17726,1.21236,1.11281,1.05343,1.76106,0.725328,1.4868,1.08437,1.68045,1.82914,1.8437,0.928496,1.75574,1.49678,1.84547,1.05355,2.18104,1.37095,2.26297,1.95071,1.9273,2.63696
290,0.07479,0.095405,0.136513,0.140582,0.129039,0.122153,0.204209,0.084108,0.172406,0.125741,0.194862,0.212104,0.213792,0.107667,0.203592,0.173564,0.213997,0.122168,0.252909,0.158973,0.26241,0.226201,0.223486,0.305777
291,0.15948,0.203438,0.291095,0.299773,0.275158,0.260476,0.435448,0.179348,0.367633,0.268126,0.415517,0.452283,0.455883,0.229585,0.434133,0.370101,0.45632,0.260507,0.539294,0.338988,0.559553,0.482343,0.476554,0.652028
292,0.291122,0.371364,0.531376,0.547217,0.502285,0.475483,0.794883,0.327389,0.671092,0.489447,0.758501,0.825615,0.832187,0.419093,0.792482,0.675598,0.832984,0.475539,0.984448,0.618801,1.02143,0.880488,0.86992,1.19024
293,0.082545,0.105297,0.150667,0.155159,0.142419,0.134819,0.225382,0.092828,0.190282,0.138779,0.215067,0.234096,0.23596,0.11883,0.224702,0.19156,0.236186,0.134835,0.279132,0.175456,0.289618,0.249655,0.246659,0.337482
294,0.360521,0.459892,0.658049,0.677667,0.622023,0.588832,0.984373,0.405434,0.831071,0.606125,0.939318,1.02243,1.03057,0.518999,0.9814,0.836651,1.03156,0.588901,1.21913,0.766316,1.26493,1.09038,1.0773,1.47398
295,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
296,0.426868,0.544525,0.779149,0.802377,0.736493,0.697194,1.16553,0.480046,0.984012,0.717669,1.11218,1.21059,1.22022,0.61451,1.16201,0.990619,1.22139,0.697276,1.44348,0.90734,1.49771,1.29105,1.27555,1.74523
297,0.10894,0.138967,0.198845,0.204773,0.187959,0.17793,0.297452,0.122512,0.251128,0.183155,0.283838,0.308952,0.311411,0.156828,0.296554,0.252814,0.31171,0.177951,0.368389,0.231561,0.382228,0.329486,0.325532,0.445397
298,1.8266,2.33006,3.33403,3.43343,3.15151,2.98334,4.98737,2.05415,4.21066,3.07096,4.7591,5.18019,5.22142,2.62953,4.97231,4.23893,5.22643,2.98369,6.17676,3.88257,6.4088,5.52448,5.45818,7.46796
299,0.5967,0.761168,1.08914,1.12161,1.02951,0.974577,1.62924,0.671036,1.37551,1.0032,1.55467,1.69223,1.7057,0.858997,1.62432,1.38474,1.70733,0.974693,2.01778,1.26833,2.09358,1.8047,1.78304,2.43958
300,0.048938,0.062427,0.089325,0.091988,0.084435,0.079929,0.133621,0.055035,0.112812,0.082277,0.127505,0.138787,0.139892,0.07045,0.133218,0.113569,0.140026,0.079939,0.165487,0.104022,0.171704,0.148011,0.146235,0.200081
301,0.03665,0.046752,0.066897,0.068891,0.063234,0.05986,0.100071,0.041216,0.084486,0.061618,0.09549,0.10394,0.104767,0.052761,0.099768,0.085053,0.104867,0.059867,0.123936,0.077903,0.128592,0.110848,0.109517,0.149843
302,0.484736,0.618344,0.884774,0.911151,0.836336,0.791709,1.32353,0.545124,1.11741,0.81496,1.26295,1.3747,1.38564,0.697816,1.31953,1.12491,1.38697,0.791803,1.63917,1.03034,1.70075,1.46607,1.44847,1.98182
303,0.32728,0.417489,0.597375,0.615184,0.564671,0.53454,0.893611,0.368052,0.754444,0.550238,0.852711,0.92816,0.935548,0.471146,0.890912,0.75951,0.936444,0.534603,1.10672,0.695659,1.1483,0.989849,0.977969,1.33807
304,0.500846,0.638894,0.914179,0.941433,0.864131,0.818021,1.36752,0.56324,1.15455,0.842045,1.30493,1.42039,1.43169,0.721007,1.36339,1.1623,1.43307,0.818118,1.69364,1.06459,1.75727,1.51479,1.49661,2.04768
305,0.178695,0.227948,0.326166,0.33589,0.30831,0.291858,0.487911,0.200956,0.411926,0.30043,0.465579,0.506775,0.510809,0.257245,0.486438,0.414692,0.511298,0.291893,0.604269,0.379829,0.626969,0.540457,0.53397,0.730586
306,0.434937,0.554819,0.793878,0.817545,0.750416,0.710374,1.18756,0.489121,1.00262,0.731236,1.13321,1.23347,1.24329,0.626127,1.18397,1.00935,1.24448,0.710458,1.47077,0.924493,1.52602,1.31545,1.29967,1.77822
307,0.179023,0.228367,0.326765,0.336507,0.308876,0.292394,0.488807,0.201325,0.412682,0.300981,0.466434,0.507705,0.511746,0.257718,0.48733,0.415453,0.512237,0.292429,0.605378,0.380527,0.62812,0.541449,0.53495,0.731927
308,0.373549,0.47651,0.681828,0.702155,0.6445,0.61011,1.01994,0.420085,0.861102,0.628027,0.973261,1.05938,1.06781,0.537753,1.01686,0.866884,1.06883,0.610182,1.26318,0.794007,1.31063,1.12979,1.11623,1.52724
309,0.159505,0.203469,0.291139,0.299818,0.2752,0.260515,0.435514,0.179375,0.367689,0.268166,0.41558,0.452352,0.455952,0.22962,0.434198,0.370158,0.456389,0.260546,0.539376,0.339039,0.559638,0.482416,0.476627,0.652127
310,0.663916,0.846911,1.21183,1.24795,1.14548,1.08436,1.81277,0.746625,1.53045,1.1162,1.7298,1.88285,1.89784,0.95576,1.80729,1.54073,1.89966,1.08449,2.24508,1.4112,2.32942,2.00799,1.98389,2.71439
311,0.143383,0.182904,0.261713,0.269515,0.247385,0.234184,0.391495,0.161245,0.330525,0.241062,0.373576,0.406631,0.409868,0.206411,0.390313,0.332745,0.410261,0.234212,0.484859,0.304771,0.503074,0.433657,0.428452,0.586215
312,0.10549,0.134566,0.192548,0.198288,0.182007,0.172295,0.288032,0.118632,0.243175,0.177355,0.274849,0.299168,0.301549,0.151861,0.287162,0.244808,0.301838,0.172315,0.356722,0.224227,0.370123,0.319052,0.315222,0.431292
313,0.540328,0.689259,0.986245,1.01565,0.932251,0.882506,1.47532,0.607641,1.24556,0.908424,1.40779,1.53236,1.54456,0.777845,1.47086,1.25392,1.54604,0.882611,1.82716,1.14851,1.8958,1.6342,1.61459,2.20911
314,0.098336,0.12544,0.17949,0.184841,0.169663,0.16061,0.268498,0.110587,0.226683,0.165327,0.256209,0.278879,0.281099,0.141562,0.267687,0.228205,0.281368,0.160629,0.33253,0.209021,0.345022,0.297414,0.293844,0.402042
315,0.168778,0.215299,0.308066,0.31725,0.2912,0.275662,0.460835,0.189804,0.389067,0.283758,0.439743,0.478652,0.482462,0.24297,0.459443,0.391679,0.482924,0.275695,0.570735,0.358751,0.592176,0.510465,0.504338,0.690042
316,0.138824,0.177088,0.253392,0.260946,0.239519,0.226739,0.379048,0.156119,0.320017,0.233398,0.361699,0.393703,0.396837,0.199849,0.377903,0.322165,0.397217,0.226766,0.469444,0.295082,0.487079,0.419869,0.41483,0.567577
317,0.184925,0.235897,0.337539,0.347602,0.31906,0.302035,0.504923,0.207963,0.426289,0.310905,0.481813,0.524445,0.52862,0.266215,0.503399,0.429151,0.529126,0.302071,0.625338,0.393073,0.64883,0.559301,0.552589,0.75606
318,0.058094,0.074107,0.106038,0.109199,0.100233,0.094884,0.158622,0.065332,0.133919,0.097671,0.151362,0.164755,0.166066,0.083632,0.158143,0.134818,0.166225,0.094896,0.19645,0.123484,0.20383,0.175705,0.173596,0.237516
319,0.120394,0.153578,0.219751,0.226303,0.207721,0.196637,0.328725,0.135392,0.277531,0.202412,0.31368,0.341434,0.344152,0.173317,0.327733,0.279395,0.344482,0.19666,0.40712,0.255906,0.422415,0.364127,0.359757,0.492225
320,0.315048,0.401884,0.575047,0.592191,0.543566,0.514561,0.860211,0.354296,0.726246,0.529673,0.82084,0.893469,0.900581,0.453536,0.857614,0.731122,0.901444,0.514622,1.06536,0.669658,1.10538,0.952852,0.941416,1.28806
321,0.385692,0.492,0.703992,0.72498,0.665451,0.629943,1.0531,0.433741,0.889095,0.648443,1.0049,1.09381,1.10252,0.555234,1.04992,0.895064,1.10358,0.630017,1.30424,0.819818,1.35324,1.16651,1.15251,1.57688
322,0.169454,0.216161,0.3093,0.318521,0.292367,0.276766,0.462681,0.190565,0.390625,0.284895,0.441504,0.480569,0.484395,0.243943,0.461284,0.393248,0.484859,0.276799,0.573022,0.360188,0.594549,0.51251,0.506359,0.692807
323,0.490452,0.625635,0.895207,0.921895,0.846197,0.801044,1.33914,0.551551,1.13059,0.82457,1.27784,1.39091,1.40198,0.706044,1.33509,1.13818,1.40332,0.801139,1.6585,1.04249,1.7208,1.48335,1.46555,2.00519
324,0.192107,0.245057,0.350647,0.361101,0.33145,0.313764,0.524532,0.216039,0.442843,0.322979,0.500524,0.544811,0.549148,0.276553,0.522947,0.445817,0.549674,0.313801,0.649622,0.408338,0.674027,0.581021,0.574048,0.78542
325,0.857607,1.09399,1.56536,1.61203,1.47967,1.40071,2.34162,0.964447,1.97695,1.44185,2.23445,2.43215,2.45152,1.23459,2.33455,1.99022,2.45386,1.40088,2.90006,1.82291,3.009,2.59381,2.56268,3.50629
326,0.500487,0.638436,0.913524,0.940758,0.863511,0.817434,1.36654,0.562837,1.15372,0.841441,1.30399,1.41937,1.43067,0.720491,1.36241,1.16146,1.43204,0.817531,1.69243,1.06382,1.75601,1.51371,1.49554,2.04622
327,0.029863,0.038094,0.054508,0.056133,0.051524,0.048774,0.081538,0.033583,0.06884,0.050207,0.077806,0.084691,0.085365,0.04299,0.081292,0.069302,0.085446,0.04878,0.100983,0.063476,0.104777,0.090319,0.089235,0.122093
328,2.26051,2.88358,4.12605,4.24905,3.90016,3.69205,6.17214,2.54212,5.21092,3.80048,5.88964,6.41077,6.4618,3.25419,6.1535,5.24591,6.46799,3.69249,7.64408,4.80489,7.93124,6.83685,6.75479,9.24201
329,0.036297,0.046302,0.066252,0.068227,0.062625,0.059283,0.099106,0.040819,0.083672,0.061024,0.09457,0.102938,0.103757,0.052252,0.098807,0.084234,0.103856,0.05929,0.122741,0.077152,0.127352,0.109779,0.108462,0.148399
330,0.22646,0.288879,0.41335,0.425673,0.390721,0.369872,0.618329,0.254672,0.522033,0.380734,0.590028,0.642235,0.647347,0.326007,0.616462,0.525538,0.647967,0.369916,0.765789,0.481357,0.794557,0.68492,0.6767,0.92587
331,0.586807,0.748549,1.07108,1.10301,1.01244,0.95842,1.60223,0.659911,1.3527,0.986567,1.52889,1.66417,1.67742,0.844756,1.59739,1.36179,1.67903,0.958533,1.98433,1.2473,2.05887,1.77478,1.75348,2.39913
332,0.141153,0.18006,0.257643,0.265324,0.243538,0.230543,0.385408,0.158738,0.325386,0.237314,0.367768,0.400308,0.403495,0.203202,0.384244,0.327571,0.403881,0.23057,0.47732,0.300032,0.495252,0.426914,0.42179,0.5771
333,0.062401,0.079601,0.113899,0.117295,0.107663,0.101918,0.170381,0.070175,0.143847,0.104912,0.162583,0.176968,0.178377,0.089831,0.169867,0.144813,0.178548,0.101931,0.211014,0.132638,0.218941,0.18873,0.186465,0.255124
334,0.100775,0.128551,0.183941,0.189424,0.173871,0.164593,0.275156,0.113329,0.232305,0.169427,0.262562,0.285794,0.288069,0.145073,0.274325,0.233865,0.288345,0.164612,0.340776,0.214204,0.353578,0.304789,0.301131,0.412012
335,0.109021,0.139071,0.198993,0.204926,0.188099,0.178062,0.297674,0.122603,0.251315,0.183292,0.284049,0.309182,0.311643,0.156945,0.296775,0.253003,0.311942,0.178083,0.368663,0.231733,0.382513,0.329731,0.325774,0.445729
336,1.08498,1.38403,1.98037,2.03941,1.87195,1.77207,2.96243,1.22014,2.50108,1.82411,2.82684,3.07696,3.10146,1.56191,2.95349,2.51787,3.10443,1.77228,3.66892,2.3062,3.80675,3.28147,3.24209,4.43587
337,0.741613,0.946024,1.35364,1.394,1.27954,1.21126,2.02491,0.834002,1.70956,1.24683,1.93223,2.1032,2.11994,1.06761,2.0188,1.72104,2.12197,1.2114,2.50781,1.57635,2.60203,2.24299,2.21606,3.03205
338,0.081676,0.104189,0.149081,0.153525,0.140919,0.1334,0.22301,0.091851,0.188279,0.137318,0.212803,0.231632,0.233476,0.117579,0.222336,0.189543,0.233699,0.133416,0.276193,0.173609,0.286569,0.247027,0.244062,0.333929
339,0.812047,1.03587,1.48221,1.52639,1.40106,1.3263,2.21723,0.913211,1.87193,1.36525,2.11574,2.30295,2.32128,1.16901,2.21053,1.88449,2.3235,1.32646,2.74599,1.72607,2.84915,2.45601,2.42653,3.32002
340,0.20084,0.256197,0.366587,0.377516,0.346518,0.328028,0.548376,0.22586,0.462975,0.337661,0.523277,0.569578,0.574112,0.289125,0.54672,0.466083,0.574662,0.328066,0.679154,0.426901,0.704668,0.607434,0.600144,0.821125
341,0.295402,0.376823,0.539188,0.555262,0.509669,0.482473,0.806569,0.332202,0.680958,0.496643,0.769652,0.837752,0.844421,0.425254,0.804133,0.68553,0.84523,0.48253,0.99892,0.627899,1.03645,0.893433,0.88271,1.20774
342,0.038789,0.04948,0.0708,0.072911,0.066924,0.063353,0.105909,0.043621,0.089415,0.065213,0.101062,0.110004,0.11088,0.055839,0.105589,0.090016,0.110986,0.06336,0.131167,0.082448,0.136094,0.117315,0.115907,0.158586
343,0.081019,0.10335,0.147881,0.15229,0.139785,0.132326,0.221215,0.091112,0.186764,0.136213,0.21109,0.229768,0.231597,0.116633,0.220547,0.188018,0.231819,0.132342,0.273971,0.172212,0.284263,0.245039,0.242098,0.331242
344,0.936494,1.19462,1.70935,1.76032,1.61577,1.52956,2.55702,1.05316,2.1588,1.57448,2.43998,2.65588,2.67702,1.34816,2.5493,2.17329,2.67958,1.52974,3.16682,1.99059,3.28579,2.8324,2.7984,3.82882
345,0.095915,0.122352,0.175071,0.18029,0.165487,0.156656,0.261888,0.107864,0.221103,0.161257,0.249902,0.272013,0.274179,0.138078,0.261097,0.222588,0.274441,0.156675,0.324344,0.203875,0.336529,0.290092,0.286611,0.392145
346,0.115453,0.147275,0.210732,0.217015,0.199195,0.188566,0.315234,0.129836,0.266141,0.194104,0.300805,0.327421,0.330028,0.166203,0.314282,0.267928,0.330344,0.188589,0.390411,0.245403,0.405077,0.349183,0.344992,0.472023
347,0.524924,0.669608,0.958128,0.986691,0.905673,0.857347,1.43326,0.590318,1.21005,0.882526,1.36766,1.48867,1.50052,0.755669,1.42893,1.21818,1.50196,0.857448,1.77506,1.11576,1.84175,1.58761,1.56856,2.14613
348,0.174828,0.223016,0.319109,0.328622,0.301639,0.285543,0.477354,0.196608,0.403013,0.293929,0.455506,0.495809,0.499756,0.251679,0.475912,0.405719,0.500235,0.285577,0.591194,0.371611,0.613403,0.528763,0.522417,0.714778
349,0.495589,0.632189,0.904585,0.931552,0.855062,0.809436,1.35316,0.557329,1.14243,0.833208,1.29123,1.40548,1.41667,0.71344,1.34908,1.1501,1.41803,0.809532,1.67587,1.05341,1.73883,1.49889,1.4809,2.02619
350,0.087239,0.111285,0.159235,0.163982,0.150517,0.142486,0.238199,0.098107,0.201103,0.14667,0.227297,0.247408,0.249378,0.125588,0.23748,0.202453,0.249617,0.142503,0.295005,0.185433,0.306088,0.263852,0.260685,0.356673
351,0.123027,0.156937,0.224557,0.231252,0.212264,0.200937,0.335915,0.138353,0.283601,0.206838,0.32054,0.348902,0.351679,0.177107,0.3349,0.285505,0.352016,0.200961,0.416024,0.261503,0.431653,0.372091,0.367625,0.50299
352,0.255957,0.326507,0.467191,0.481119,0.441614,0.418049,0.698869,0.287844,0.590031,0.430327,0.666882,0.725889,0.731668,0.368471,0.696759,0.593992,0.732368,0.418099,0.865537,0.544057,0.898052,0.774134,0.764843,1.04647
353,2.13274,2.72058,3.89282,4.00888,3.6797,3.48336,5.82326,2.39843,4.91637,3.58566,5.55673,6.0484,6.09655,3.07025,5.80567,4.94938,6.10239,3.48377,7.212,4.5333,7.48293,6.4504,6.37298,8.7196
354,0.40006,0.510328,0.730217,0.751987,0.69024,0.653409,1.09233,0.449899,0.922215,0.672599,1.04233,1.13456,1.14359,0.575918,1.08903,0.928407,1.14469,0.653486,1.35283,0.850358,1.40365,1.20997,1.19545,1.63563
355,0.054492,0.069512,0.099463,0.102428,0.094018,0.089001,0.148786,0.061281,0.125615,0.091615,0.141977,0.154539,0.155769,0.078446,0.148337,0.126459,0.155918,0.089012,0.184269,0.115827,0.191192,0.16481,0.162832,0.222789
