real_name,obs_e:228433.0_n:8192778.0_x:14153_y:4197,obs_e:229788.0_n:8193427.0_x:12798_y:3548,obs_e:231595.0_n:8198480.0_x:10991_y:-1505,obs_e:231694.0_n:8197619.0_x:10892_y:-644,obs_e:233194.0_n:8190440.0_x:9392_y:6535,obs_e:233908.0_n:8189011.0_x:8678_y:7964,obs_e:234195.0_n:8198194.0_x:8391_y:-1219,obs_e:235327.0_n:8184950.0_x:7259_y:12025,obs_e:235614.0_n:8190354.0_x:6972_y:6621,obs_e:235682.0_n:8187652.0_x:6904_y:9323,obs_e:236163.0_n:8190958.0_x:6423_y:6017,obs_e:236538.0_n:8191417.0_x:6048_y:5558,obs_e:237006.0_n:8202926.0_x:5580_y:-5951,obs_e:237454.0_n:8185525.0_x:5132_y:11450,obs_e:237496.0_n:8190167.0_x:5090_y:6808,obs_e:238665.0_n:8188244.0_x:3921_y:8731,obs_e:238954.0_n:8189678.0_x:3632_y:7297,obs_e:239587.0_n:8185586.0_x:2999_y:11389,obs_e:239760.0_n:8190677.0_x:2826_y:6298,obs_e:240931.0_n:8186974.0_x:1655_y:10001,obs_e:241878.0_n:8190407.0_x:708_y:6568,obs_e:244750.0_n:8189532.0_x:-2164_y:7443,obs_e:244814.0_n:8189459.0_x:-2228_y:7516,obs_e:245486.0_n:8201343.0_x:-2900_y:-4368
243,6.56785,5.99421,3.77087,4.44162,10.1292,17.9608,4.6725,21.0601,13.7137,23.1833,26.4488,18.5884,7.85599,20.5924,29.5081,21.7531,31.2451,7.43862,32.8721,8.65782,14.5963,25.9925,5.57694,4.07186
244,5.87604,4.71042,4.01182,5.14985,10.8126,15.0285,4.66241,21.5451,13.6216,25.607,28.0071,20.6457,7.72854,18.7607,29.9779,20.788,29.7268,9.53769,34.3963,8.24346,12.709,25.7002,5.58,4.49869
245,7.72541,5.10364,3.84815,5.15725,9.66469,15.5372,5.25241,19.4778,12.3956,26.4322,26.8953,18.9075,9.39909,19.4822,30.1613,22.2367,30.2066,10.1544,35.1357,9.26115,15.7672,25.5746,5.35412,4.64654
246,6.35944,6.2293,2.24346,2.38525,9.79376,16.6888,4.03814,19.8727,12.0398,24.4828,27.1246,17.2516,7.55664,19.921,30.0995,23.4103,27.507,9.35809,34.048,8.24523,13.8916,23.8809,5.065,5.27931
247,7.19876,6.01201,4.62258,3.42272,12.1206,15.4582,4.88349,21.3154,14.1724,25.8138,28.4709,19.0219,8.11846,20.2514,29.6452,22.269,28.2566,9.51661,33.9934,8.206,13.4768,25.9615,5.30802,3.06232
248,7.05848,3.32083,3.80923,4.65162,9.71795,14.8219,3.85697,20.2832,12.6872,25.72,28.0745,20.2758,8.44542,19.387,28.2876,21.4526,30.0469,9.91462,35.9633,8.24803,14.2034,26.0821,5.45673,4.15184
249,6.52244,4.55999,3.38298,3.69154,8.61841,14.3916,4.10044,20.3199,14.6922,24.9741,28.5353,20.948,6.84256,18.9375,30.4243,21.1204,30.8606,8.01279,32.7061,9.54513,14.7641,24.3956,5.41424,2.32224
250,7.95786,6.58898,4.93778,3.41905,9.59365,16.3597,4.95763,18.201,12.9576,25.0504,29.4588,20.0482,8.44811,18.4908,30.1184,21.873,28.2303,11.1428,33.1732,9.04651,12.8829,25.395,6.36329,3.74371
251,6.96133,4.34705,2.84031,5.10593,8.8765,16.6843,4.3332,19.0086,15.4273,25.3332,28.3121,16.5518,8.41202,18.5854,29.3705,22.1868,29.1545,9.6526,32.1173,8.38184,13.7006,24.3696,6.26682,4.63862
252,7.06935,6.4018,3.25305,5.21454,9.871,17.0072,3.12539,20.2829,14.1041,25.6739,28.6,20.763,6.83887,19.9767,28.9175,19.746,27.8252,9.13123,33.6537,8.70217,14.7839,23.9326,5.4154,4.50517
253,8.02867,6.98492,4.68849,3.00942,9.66957,15.7365,6.34851,20.3563,16.5623,26.7373,29.136,20.0364,9.13184,21.7167,30.0885,21.6334,27.4583,9.36028,33.8497,8.9778,14.4664,25.874,5.95552,4.57098
254,7.73652,4.9892,1.67397,4.71754,12.5837,14.8759,4.08225,20.8333,14.6887,24.2039,28.3571,19.2481,8.23061,19.1631,29.6289,22.2947,28.9462,10.8041,35.0723,9.61221,14.434,24.9977,6.20995,3.13649
255,8.30845,6.05021,1.93567,3.22313,9.39152,16.0307,6.06747,20.428,12.7712,22.6294,28.1459,20.4076,7.18876,21.077,29.5011,21.3426,31.4243,9.0041,33.3047,7.3191,13.8399,25.0499,5.03519,4.88406
256,5.47108,5.04225,3.33355,2.54786,9.22155,16.2044,3.82435,20.5087,13.1795,24.1602,28.4233,21.9562,5.80452,20.9285,29.154,20.5844,28.0551,8.82407,33.8409,8.52464,12.8157,24.0628,6.22925,3.19507
257,5.752,5.683,4.54636,2.64218,11.1072,14.4366,4.59067,22.2204,13.8044,25.1661,28.2445,19.5499,8.62145,20.4761,30.5405,21.2016,28.5359,9.09528,34.7714,9.36522,13.0296,24.2908,4.10638,6.33928
258,8.02661,3.81415,3.0691,5.36034,11.8491,16.19,2.01192,19.1391,13.9435,25.0757,28.0714,19.5451,7.87322,19.4568,29.5622,21.1275,28.5675,10.8867,34.6293,8.52241,15.4608,26.1747,6.49784,4.54116
259,6.97434,4.82409,4.82201,4.70102,10.7221,16.0553,2.72046,19.4235,14.1919,25.3621,28.9745,20.146,6.43816,18.1656,31.3181,21.4902,29.2115,9.54701,34.1271,9.14532,13.5082,24.8986,6.12279,1.85417
260,8.08689,6.29402,3.99587,5.09858,9.68967,14.7742,3.63434,20.1855,13.3867,24.6652,27.9015,20.7962,8.73544,19.5979,29.7699,22.6927,27.9216,7.1019,34.6052,10.5442,13.4502,23.9828,5.76051,6.27745
261,7.48172,4.31089,4.09043,3.75406,10.6361,17.1457,3.51821,17.8846,13.8208,25.0732,27.9064,20.5318,9.73308,18.4501,30.3378,23.3665,27.2061,7.82618,31.862,10.016,14.4652,26.9658,4.99085,3.90808
262,5.5635,4.60535,2.16259,4.23136,9.84982,18.3797,2.60792,19.6265,12.7292,26.3685,27.0547,20.204,8.97406,20.5344,29.2415,21.2232,27.6779,10.7769,33.7639,8.45774,15.3921,24.9595,8.17054,4.54992
263,4.91543,5.07053,2.5375,3.80768,10.8571,16.0525,2.66318,17.959,12.145,24.3087,28.1096,21.1229,8.28495,20.2345,31.7151,21.7775,28.5925,8.30862,32.6931,8.10198,14.287,26.2567,5.50273,4.08507
264,6.51168,4.21679,4.19501,3.17399,8.85529,15.6451,5.57896,20.0277,15.482,23.3644,27.6889,18.498,8.17886,21.4694,29,22.1946,29.0723,8.08047,36.0862,10.075,15.673,25.8027,6.29662,5.57556
265,6.49784,6.28439,5.03111,3.85291,10.7412,16.1578,2.88339,20.3792,12.9831,23.799,27.6888,19.7272,7.98255,19.2422,31.215,21.8634,28.853,8.61785,33.5849,8.77242,13.1624,23.8954,5.4043,2.37001
266,5.11358,7.21013,3.90087,4.43534,10.827,14.6182,2.99054,20.1121,13.8778,24.0052,27.948,19.8134,9.16852,20.3697,28.8649,22.7641,29.7928,7.45387,33.1416,8.60386,13.2347,25.8904,6.6626,5.36979
267,7.7917,4.8736,4.72266,4.55521,11.1828,15.6632,5.7603,19.8823,13.7591,24.133,28.0186,20.9755,6.53702,19.6054,30.4944,22.9276,29.6416,9.04504,33.0707,7.7958,12.2769,24.7872,4.52871,5.35629
268,7.27633,6.38634,4.02515,3.32553,9.61469,17.6927,4.75586,18.3354,14.3829,24.2826,27.0309,18.8176,4.9371,19.8451,28.855,20.3318,27.208,7.6172,35.2485,10.7857,13.6207,25.4935,5.90772,3.88686
269,7.28679,4.54757,4.09469,2.7387,11.2448,14.6022,4.15042,21.7909,14.7944,24.722,28.7079,20.5768,7.2916,19.0574,29.2418,22.5013,30.5342,7.3383,33.1523,8.53955,14.7602,25.7406,3.91326,3.63343
270,7.77886,5.0373,2.23042,4.90631,10.1153,15.6809,3.0809,20.0535,14.9182,24.4202,26.7852,20.1515,8.0283,21.6541,31.2922,22.713,28.099,8.38119,34.9826,9.22888,15.0831,25.8843,5.9949,5.73996
271,7.14064,3.70097,3.56392,5.43903,9.20024,16.1411,3.81241,20.7136,13.2087,24.5262,28.7095,19.2675,8.19072,19.7923,32.3707,21.448,28.8672,9.15262,33.3817,8.13161,15.6879,26.3835,5.19682,6.25962
272,6.71631,4.88486,2.67507,4.25874,7.3604,15.0638,3.40883,19.0784,13.5863,24.5061,28.9978,18.3448,7.98871,20.6003,29.9303,22.0474,28.0951,10.0822,32.9124,7.87092,15.2246,24.4684,4.59964,4.8588
273,8.14947,5.10928,4.60376,1.8643,10.3465,16.3266,3.48609,19.2789,11.6968,26.1977,28.2539,20.2971,9.3597,19.3677,29.8491,21.6328,29.9922,8.61159,34.1447,9.31541,14.4839,23.4207,4.62242,4.71929
274,7.57222,4.22895,3.45019,6.20237,8.55248,16.975,3.95101,18.7715,13.6537,26.7498,30.0145,20.3547,7.56835,20.5791,28.6997,21.312,28.805,7.65112,35.9806,8.57074,15.0438,26.3338,4.99633,2.38712
275,7.02731,5.30901,3.27079,4.37965,8.36991,15.1399,2.71627,19.4021,14.9825,24.5151,28.0889,20.305,6.15653,19.5363,30.3092,22.4928,29.7709,8.71983,34.5116,9.79624,12.9196,25.5629,6.77397,2.71505
276,6.68491,4.95971,4.59973,4.0783,10.241,15.8114,1.30916,20.1742,11.0168,23.8837,27.8306,19.3835,6.845,18.6282,30.6851,23.2385,28.5935,8.97359,34.7633,9.40372,12.7357,25.1211,6.10464,4.88164
277,5.92975,3.19582,3.45925,2.53839,9.63407,17.1345,4.53921,19.8856,13.4448,25.0079,28.1087,18.0847,7.62638,19.7339,29.303,22.208,29.9035,8.62316,31.614,9.80216,15.0142,25.4136,5.75734,4.90151
278,8.87543,3.80643,3.77087,5.41437,8.785,15.785,4.71766,20.5283,13.5029,24.2639,27.4421,19.7984,6.5395,17.7424,31.3033,23.5826,28.3544,9.34581,33.6339,8.83979,15.3168,23.6134,6.28636,5.83256
279,6.66035,5.6225,4.57695,4.04667,8.55498,15.341,4.59822,19.6265,16.0454,24.6665,26.9146,19.9981,9.1301,19.2949,29.9105,21.8754,27.9954,9.84497,32.6768,9.69119,14.0781,25.4219,4.03619,5.22136
280,6.59576,6.51778,2.90623,2.3602,9.97288,15.8235,4.78554,19.2625,12.5102,24.5991,26.3131,19.3639,9.45077,20.4844,29.657,21.4898,28.3623,8.9153,34.3397,8.15522,14.6685,24.3057,7.49381,3.79865
281,7.23585,5.19792,4.84268,3.66795,9.14214,16.1944,4.29084,19.9505,14.7192,25.6082,27.6334,21.0819,7.45343,18.6261,29.7933,21.3444,28.5217,7.69711,32.3096,9.42285,14.3247,26.0819,4.86325,4.24859
282,6.30973,6.26443,4.54065,4.70326,11.2234,15.4444,3.52731,22.0171,13.2936,26.3213,27.7768,21.0651,8.27407,19.7597,30.6035,22.5655,29.5772,9.33381,35.1228,9.1097,14.3165,25.7546,5.17471,2.39721
283,5.63377,6.08915,3.53664,4.09196,11.5393,16.1453,4.57916,19.8528,13.9002,23.4795,27.9507,20.4065,8.32982,18.86,29.3693,22.0262,28.0279,7.07514,33.3685,8.11669,15.8015,25.073,5.76863,3.50268
284,6.22898,4.94117,3.46312,3.99659,10.5665,15.032,3.46432,18.2172,14.0532,25.8907,26.4662,20.335,8.56891,21.1017,29.4699,21.9407,28.9082,10.0813,33.9043,9.08936,12.793,25.1464,7.11082,3.81134
285,5.8722,4.96449,5.30932,3.47347,8.77196,14.8345,3.80596,19.6232,14.9386,23.1552,30.6811,21.4942,9.09314,18.7748,29.474,22.9945,28.7731,9.67656,35.2003,9.31521,14.341,26.6136,5.07513,3.8526
286,5.98569,5.05937,2.74461,3.68304,10.7927,13.2858,4.07838,21.8193,14.0468,25.1032,27.1996,18.7471,8.15461,19.2719,29.2043,23.8773,28.9977,6.82258,32.4462,7.43914,13.9887,24.3682,6.79177,5.97591
287,6.74441,4.28808,5.09468,3.95161,10.0759,15.8878,4.08101,19.4473,13.7497,26.1395,29.4697,20.0192,6.42228,20.3653,28.8768,20.9778,28.613,8.2086,35.1759,7.62233,13.6439,25.9969,6.47296,1.90502
288,5.68471,4.53611,3.23793,5.96256,12.2266,14.2337,4.56363,20.2535,13.1575,25.698,28.7381,19.1381,7.1155,18.4392,29.3614,22.4218,30.3969,9.6562,34.4041,9.09857,13.7818,25.0493,3.33246,4.23518
289,6.26108,6.66289,5.11098,4.38204,11.2474,16.2702,3.399,19.7749,13.9209,26.1029,27.7411,20.016,7.45612,20.7674,29.7556,21.5086,28.0763,7.07497,33.5119,9.39552,13.7997,24.6364,6.96143,5.21154
290,6.86664,3.76435,3.18272,6.00231,10.1359,15.883,3.67226,20.0317,13.5391,26.0168,28.6736,20.3016,7.70982,20.1252,29.3008,22.9782,27.6141,8.61162,32.3105,10.3483,12.5813,25.9681,5.8207,4.00671
291,6.04361,5.84596,5.04247,2.91773,12.6261,15.8915,4.13858,20.3476,13.5357,25.4591,28.1289,19.8291,8.95149,19.4443,28.9756,23.6333,29.8971,9.94963,34.6442,8.00545,14.8977,26.3607,5.0459,5.11313
292,8.47815,4.50287,4.11693,2.70843,10.2119,14.9854,5.57256,21.8106,13.8005,23.495,28.1138,19.6582,8.21864,20.1226,32.1795,23.2813,29.0355,6.82075,33.643,9.21153,13.3506,24.9384,6.31274,3.39577
293,7.30923,4.23735,5.09613,3.97194,8.63635,15.7827,2.90222,20.1183,14.5079,23.854,27.8465,20.4463,7.46924,18.3594,29.1039,24.2422,28.4614,7.52721,33.9281,9.95381,13.8374,25.8874,6.66964,6.31769
294,6.92373,5.2089,4.50583,4.1438,10.3984,17.9111,3.75935,20.0982,13.2604,25.7049,28.4066,19.0919,6.69927,17.5062,31.0378,24.1398,29.0705,8.47743,33.2484,10.1615,15.2973,24.7968,6.05444,3.76989
295,6.1975,2.43014,4.44759,3.3282,9.57716,16.1241,3.04665,20.1158,14.0501,24.461,28.1521,20.2346,8.05316,18.2356,31.2761,20.895,28.7228,8.56443,33.537,11.5931,14.1787,27.265,7.92225,4.42847
296,7.02611,4.08661,3.04933,4.63285,8.79316,16.2899,3.94631,19.8816,14.3165,25.7434,27.953,19.9491,8.99865,20.1129,30.761,23.496,30.3116,6.73011,34.1451,8.62209,13.7364,25.2215,4.65765,2.68408
297,7.56039,4.60589,3.52397,3.07501,8.82834,17.5261,3.89219,21.3035,14.7752,27.1383,28.8399,21.0491,6.9094,19.5523,30.9143,21.2204,29.2054,8.29746,34.2098,10.308,13.0011,25.8349,6.88014,4.76689
298,5.79457,4.12366,4.18375,3.86352,10.1302,14.7119,5.16756,21.4803,14.5187,24.6659,26.8103,17.4156,9.59982,20.5228,28.3305,21.9854,28.6467,9.21217,33.4569,9.80654,12.9315,24.0551,5.80582,4.02768
299,5.96688,5.82711,4.67008,5.17457,9.10602,16.4482,4.28721,19.8263,15.6187,25.7505,28.2576,20.4339,7.2328,19.1306,30.8586,21.9387,29.2102,8.11808,32.964,9.54094,13.2484,25.7782,5.13489,4.45885
300,5.93943,4.06126,3.95758,6.37874,8.61634,14.8642,3.83833,21.1378,14.5177,26.788,28.5773,18.3515,8.10607,19.8989,31.6672,21.6703,30.6003,8.45819,32.9709,8.19828,15.6853,25.7855,6.67754,3.42493
301,7.20593,5.74362,3.62402,3.56331,9.6399,16.9734,4.3862,19.8643,15.6172,25.4393,26.603,17.9414,6.61653,19.6273,29.7216,20.8471,27.6407,9.71919,33.7326,8.31095,13.8078,25.2205,5.94178,5.30161
302,4.51381,5.14803,4.30595,3.84045,11.306,14.8153,2.4996,20.4202,14.4723,25.638,28.7489,20.6107,7.51516,19.1523,29.3519,21.8576,30.1519,8.99758,33.5675,7.69185,12.3207,25.9089,5.0585,3.01464
303,8.30987,6.66514,5.68959,3.43789,10.373,14.6826,4.28022,20.0162,14.0035,25.5899,28.1348,19.2972,7.65514,18.1154,30.3254,23.5768,29.9407,8.94553,33.9706,10.2447,13.8788,27.3873,6.88793,3.56904
304,5.1097,5.61964,4.2188,4.06824,10.2212,14.3666,5.38851,17.5767,14.2741,26.3402,27.8463,21.5124,7.98902,19.1583,30.0323,21.0864,28.3518,8.86736,34.4631,7.78103,13.4739,24.0195,5.75797,4.77866
305,6.40861,6.81106,5.44319,3.10785,10.4261,15.5557,2.57904,19.753,14.1133,23.2447,29.3248,20.1391,5.68891,20.6791,31.2641,21.17,27.3177,9.24191,34.5137,9.38355,14.4053,22.8764,7.2147,3.58611
306,6.25022,6.08323,2.90959,4.16321,9.21933,17.2489,4.21248,22.8454,13.5144,25.3676,27.158,20.8091,9.761,19.5048,29.715,21.5196,26.4191,9.41794,34.3585,9.36087,14.8071,25.0141,4.41846,3.40452
307,8.00222,5.54692,5.48394,3.5622,10.1304,16.9083,3.99569,20.1555,12.5675,24.1739,28.5656,20.7372,5.0767,17.954,29.9303,21.428,27.9946,8.59899,32.9195,8.10387,13.6847,24.4403,6.74561,3.94049
308,5.23553,5.1523,1.2241,3.60563,10.9107,16.108,5.22075,22.4582,13.4915,25.7289,28.6569,19.6387,8.13054,21.0019,30.5605,23.0505,28.5692,9.70795,35.718,8.36455,14.5977,23.2231,5.60877,3.50356
309,7.93908,4.40895,6.40408,2.3139,10.1242,16.248,4.02816,20.8761,14.4256,25.0891,26.8984,19.2884,7.77755,21.1942,30.4296,22.7588,29.1182,10.3521,33.0883,8.77665,13.9926,22.9888,6.4596,4.58595
310,6.94148,4.61543,4.03905,4.36861,9.09518,16.564,4.15454,20.7835,13.5688,24.3702,29.2841,19.4215,7.80675,18.4898,30.727,21.3251,29.2706,9.1514,33.5646,7.28553,12.5363,24.6151,6.92267,3.47667
311,7.8012,4.58083,4.60129,3.58829,8.89345,16.5904,3.90169,19.6542,15.4686,24.0421,27.3973,20.7927,8.59381,18.5784,31.5238,18.931,27.1816,8.00455,33.3336,8.16465,13.8204,24.3932,4.79257,3.00773
312,6.08704,5.73535,6.23052,4.09057,10.0321,15.6769,5.26127,19.796,12.7563,23.5021,27.1742,20.1485,7.27819,21.0812,31.0688,21.6817,28.2917,8.70335,33.2129,8.93278,14.589,25.4383,6.3406,3.23401
313,8.11598,4.80981,3.08672,4.93194,10.8586,16.6663,5.5594,20.3224,14.2523,23.604,27.4155,18.2308,7.37233,19.5497,28.8785,23.4478,28.4289,8.39051,33.5723,9.58915,14.3176,24.3717,6.73887,3.39974
314,5.7924,4.6674,1.69209,3.97114,10.0847,15.6005,3.27152,18.7646,14.0628,23.4384,26.916,20.3272,6.67684,20.6389,29.5596,23.6489,29.0338,10.2592,33.9834,8.24226,14.3559,24.2998,6.71414,3.75441
315,8.6414,4.39473,3.47003,4.60722,9.41428,14.9876,4.0457,19.2572,15.1391,25.6625,29.9255,18.9347,7.09558,20.4334,31.0997,20.942,29.943,8.56048,34.1391,8.12466,13.6358,24.907,5.11146,4.00953
316,6.06484,5.90556,1.50285,4.52254,9.01178,17.0046,2.27619,18.8363,14.0009,24.6196,28.8216,19.2411,7.03536,20.4581,29.7748,22.0546,31.2212,7.74586,32.4398,8.10156,13.8925,26.0314,5.80825,2.56506
317,6.96397,5.78857,3.77663,3.53713,8.56447,16.5742,3.88482,19.4216,14.1711,25.3911,26.9623,19.8578,8.02945,18.8803,27.8897,21.4442,29.5515,8.13388,31.9375,9.72122,14.8569,25.4093,5.79419,4.08515
318,8.60656,4.1178,4.68041,3.57436,11.6273,15.0182,3.11217,19.8253,14.9915,24.9992,28.6513,20.8028,6.10895,19.4149,30.2402,23.288,28.991,8.4534,35.1287,10.1712,12.5618,24.2594,5.89971,3.71358
319,8.34104,4.94528,3.9944,2.96877,8.58489,15.7868,4.8168,20.4989,14.9968,24.9804,28.0039,20.52,8.98265,20.3772,29.0479,23.3135,29.0317,8.93308,34.8741,9.32031,12.636,23.9702,3.65567,5.761
320,7.21256,6.43667,4.71318,2.80921,9.39439,15.8255,3.50163,21.0179,14.2052,24.3581,28.0506,20.5083,9.44245,21.4974,29.3845,21.4977,28.205,7.48281,33.8941,9.12224,15.1088,24.1386,5.82118,3.71195
321,6.77867,5.06581,5.42334,4.99142,8.84829,14.8948,5.93808,20.5536,14.4406,26.6011,29.1064,19.3996,8.29505,21.1822,30.455,21.5672,31.1597,9.05473,33.1178,8.34299,14.9661,26.2541,7.15414,3.57133
322,8.58818,4.97471,4.27163,4.09032,8.63302,16.3747,4.70924,19.9715,13.9612,24.6409,26.8673,17.9804,6.71562,20.3283,30.716,21.5728,28.1228,8.70274,33.4723,9.13792,15.5925,24.9798,8.12468,3.21132
323,7.00341,4.71216,3.18726,3.71644,9.71321,14.9689,2.70699,19.1773,14.2263,25.9795,28.6834,19.304,8.91351,19.0397,30.5498,21.7592,29.1512,10.4588,32.6062,9.79598,13.0903,24.7434,5.53611,4.25398
324,7.69974,5.81263,2.87329,2.94631,9.47159,15.6613,4.98476,18.8332,13.6816,24.7432,27.873,20.8467,7.78021,18.3019,29.841,21.9405,29.3965,7.90714,33.894,6.99005,13.4318,24.9983,5.32632,2.76816
325,6.40945,4.97761,4.04186,4.49872,9.60576,16.1238,3.98649,20.3047,13.6001,24.9121,28.6424,20.3649,7.48413,19.7829,28.6162,23.0726,28.5648,9.6738,33.6743,9.10952,12.4949,24.2109,5.35109,3.29319
326,8.61194,5.66956,4.62011,3.02302,11.4803,16.3662,3.49846,20.4087,14.4007,24.4138,27.6678,21.0705,7.59275,21.339,30.7639,22.5056,29.7253,7.49265,34.1411,10.2895,13.6567,25.2392,6.77311,4.59483
327,7.22273,4.13135,3.93111,4.89373,10.0215,16.6678,3.96228,21.2747,14.7305,24.5673,29.5659,20.3563,7.72764,20.1286,30.478,21.9135,30.2416,11.6304,33.659,9.51032,13.7512,25.9237,4.88367,1.68549
328,6.9488,3.86529,4.22507,2.84599,11.531,16.2121,5.95135,19.3763,14.8861,25.8164,25.6815,20.1042,7.58317,19.0425,32.4005,21.0548,28.5513,9.41123,34.6769,9.46248,14.084,25.5008,4.20677,5.1548
329,6.55459,4.77311,4.62567,4.46065,10.0419,14.6244,3.39403,19.1117,14.5287,26.5663,27.7422,19.1536,7.82889,19.7666,30.7797,21.0584,27.5058,9.5053,33.3522,9.38622,12.57,22.8037,6.14672,5.4229
330,8.89083,5.32152,3.32915,4.53081,9.69147,15.2629,3.89985,21.357,15.33,24.1874,27.811,19.3137,7.50057,19.3933,30.5767,21.8114,29.6629,9.53503,33.667,8.32899,13.98,25.0707,6.53589,4.06597
331,5.42439,4.46027,3.04479,4.68566,9.44158,16.8386,4.93576,20.387,12.9273,23.6991,29.3092,19.0016,8.52573,19.7882,29.9833,20.1527,28.2427,10.4976,34.8562,9.63979,12.9856,26.7126,6.05339,6.80624
332,7.57765,4.92813,1.77769,2.36058,10.016,13.9682,5.79686,19.7037,14.1237,22.5775,28.0557,18.8495,7.43629,18.4089,30.061,23.0349,28.7707,7.1145,33.9613,9.36004,12.5818,24.9641,6.49058,4.16545
333,7.00746,5.28181,3.41064,4.32259,9.48181,15.5181,2.88197,20.7577,13.8603,25.3477,27.6475,20.6323,8.35707,17.938,30.9676,20.9211,28.2239,7.88446,34.1006,10.3012,13.2107,25.4169,5.38257,3.32275
334,8.45888,3.05584,2.57408,3.57222,12.2293,16.033,2.57143,19.2496,14.5172,26.4394,26.425,17.7396,8.74026,19.4708,30.7341,21.9538,28.4484,9.71233,34.1884,9.95939,14.7421,23.8806,6.75914,3.14131
335,7.32857,7.74459,1.47795,4.05499,10.0846,15.2393,3.3444,21.5844,14.0475,24.629,26.5302,20.8313,7.24682,20.2101,31.8194,21.2403,31.5351,8.96697,34.6774,9.4374,14.9281,24.6572,6.85695,4.20914
336,7.53876,4.60706,3.50648,3.87019,10.7104,16.6612,3.10347,20.0818,13.519,24.9919,28.9976,20.4318,8.19092,21.4759,31.0075,21.8536,30.2325,6.96043,33.1702,8.91028,13.7213,23.7611,5.4183,1.95356
337,6.75354,4.62941,4.08185,4.10792,10.8984,15.1301,3.40493,19.2788,14.2383,26.1707,28.9866,18.7425,8.1504,18.5965,28.3733,21.6473,31.016,8.74576,32.7795,8.97666,13.3257,24.9341,6.08486,3.61633
338,5.67011,4.10938,4.04242,2.82828,9.52268,16.9351,4.10133,20.821,12.6519,24.6206,28.6357,18.8174,9.89539,18.4911,30.1332,21.8003,29.8564,8.24737,33.915,8.68963,13.3825,25.3619,6.65356,3.87225
339,7.29184,5.71097,4.35171,3.71605,11.2778,17.5755,3.92161,21.9808,15.1043,24.7262,28.4693,19.0817,6.51426,20.6779,32.202,21.9509,30.2312,8.57299,34.8184,7.04929,13.6735,27.4111,4.3996,4.94044
340,7.22444,5.10266,2.4709,4.6705,10.2156,15.8596,3.0541,20.3526,13.7576,25.7489,28.1939,21.0262,8.73648,18.7039,29.8504,21.4695,29.1064,8.20558,34.6669,9.12051,14.6528,25.1145,5.90567,3.74356
341,5.52386,4.05632,4.04396,2.99099,9.61052,16.4071,3.38942,20.3929,13.0865,25.4376,26.6713,21.5015,8.80859,20.891,29.8553,21.8184,26.7343,8.8084,34.583,7.06441,13.6547,25.923,5.81473,4.52943
342,7.45097,6.21761,3.21932,3.54918,9.4125,16.7407,4.80122,21.7216,13.9794,25.7166,28.0465,20.4526,7.6647,20.2333,29.8185,22.4929,28.8364,9.89036,32.2741,7.95723,13.5886,24.1935,7.25308,5.33415
343,7.85763,4.49804,4.31164,4.84151,10.3756,16.9898,2.3862,21.7622,13.6698,24.3019,28.3158,22.078,7.60206,20.6542,28.7392,21.4026,29.5231,9.65605,32.576,8.30188,12.8238,26.0594,7.98285,3.87588
344,6.76839,3.87302,2.88269,3.30416,9.35363,16.0413,5.11055,19.6404,14.0813,26.1485,26.5901,21.8081,9.0344,20.3229,29.1384,22.4946,30.0441,9.60501,33.7095,9.42355,13.859,27.6699,5.39764,3.90245
345,6.95091,4.97011,4.14869,4.5634,8.8106,17.5017,3.91387,20.7466,13.2446,24.9178,27.638,19.116,6.40702,21.0883,29.9328,23.8504,29.1171,9.36657,33.2133,9.61066,15.6807,25.8211,7.38326,3.48384
346,5.93566,3.35748,5.84812,3.39186,10.6969,17.8638,5.04812,19.9,15.1375,25.8383,30.8656,21.6248,8.98141,21.9413,29.3062,22.7438,28.3709,10.062,34.9388,8.03516,12.7689,25.2646,6.30554,3.32083
347,5.50075,4.94755,5.47324,3.72177,8.45642,15.2983,3.99257,19.3269,15.4172,24.9758,25.9124,20.8166,6.06347,21.6921,28.6611,21.4837,30.3795,9.07975,36.0103,8.99303,14.1395,24.2884,7.73116,2.49094
348,8.20948,6.07718,4.29168,5.05527,10.9705,17.7609,4.34714,20.4994,15.919,24.3922,28.6749,18.688,7.80906,19.8388,29.7986,22.5882,28.2182,6.54217,34.7465,7.81195,15.2,24.0308,3.98111,2.37742
349,6.73621,4.43563,3.75789,4.08915,11.3243,13.9126,4.37556,20.8218,14.0589,25.198,27.879,21.5656,7.41591,18.3972,29.964,21.9281,29.5367,7.84506,31.0619,10.3614,13.5843,25.4084,4.14713,4.70489
350,6.19712,3.31032,4.23085,3.93589,9.67137,16.2604,3.83961,19.4086,13.2147,22.6007,26.8837,21.8401,7.00867,20.3642,29.2319,20.7213,31.4843,9.08612,34.4509,9.9863,13.4388,24.493,6.75191,3.0513
351,7.95987,4.37522,4.12594,4.22896,10.2943,15.0263,5.10742,19.6574,14.3414,24.553,28.4598,20.9959,7.30968,19.0165,28.3709,19.6165,28.2067,9.88266,34.647,9.00307,13.4443,24.4434,5.63266,4.49175
352,5.88865,5.72451,3.99233,3.89885,8.29273,16.3898,4.166,18.6877,14.1707,25.0662,28.9022,19.4518,7.78016,19.1877,29.5054,24.5632,28.6424,8.85303,33.0149,10.0307,13.1961,24.7338,5.62678,2.32429
