real_name,obs_e:221457.0_n:8184523.0_x:221457_y:8184523,obs_e:223413.0_n:8178296.0_x:223413_y:8178296,obs_e:228433.0_n:8192778.0_x:228433_y:8192778,obs_e:229788.0_n:8193427.0_x:229788_y:8193427,obs_e:231595.0_n:8198480.0_x:231595_y:8198480,obs_e:231694.0_n:8197619.0_x:231694_y:8197619,obs_e:233194.0_n:8190440.0_x:233194_y:8190440,obs_e:233837.0_n:8195775.0_x:233837_y:8195775,obs_e:233908.0_n:8189011.0_x:233908_y:8189011,obs_e:234195.0_n:8198194.0_x:234195_y:8198194,obs_e:235327.0_n:8184950.0_x:235327_y:8184950,obs_e:235614.0_n:8190354.0_x:235614_y:8190354,obs_e:235682.0_n:8187652.0_x:235682_y:8187652,obs_e:236163.0_n:8190958.0_x:236163_y:8190958,obs_e:236538.0_n:8191417.0_x:236538_y:8191417,obs_e:236616.0_n:8177416.0_x:236616_y:8177416,obs_e:236686.0_n:8192411.0_x:236686_y:8192411,obs_e:237006.0_n:8202926.0_x:237006_y:8202926,obs_e:237454.0_n:8185525.0_x:237454_y:8185525,obs_e:237496.0_n:8190167.0_x:237496_y:8190167,obs_e:238665.0_n:8188244.0_x:238665_y:8188244,obs_e:238954.0_n:8189678.0_x:238954_y:8189678,obs_e:239587.0_n:8185586.0_x:239587_y:8185586,obs_e:239760.0_n:8190677.0_x:239760_y:8190677,obs_e:240931.0_n:8186974.0_x:240931_y:8186974,obs_e:241878.0_n:8190407.0_x:241878_y:8190407,obs_e:244750.0_n:8189532.0_x:244750_y:8189532,obs_e:244814.0_n:8189459.0_x:244814_y:8189459,obs_e:245486.0_n:8201343.0_x:245486_y:8201343,obs_e:247863.0_n:8185501.0_x:247863_y:8185501
125,7.77717,3.46966,6.62147,4.05147,3.53954,5.20547,10.0538,11.2315,16.1715,5.77765,18.4347,12.3011,25.2023,28.0404,19.8787,8.68869,27.3353,7.80623,20.4645,28.9791,23.4174,30.5619,6.94651,34.6446,8.81345,12.4177,23.1137,6.89384,2.9134,7.16994
126,5.81152,4.75798,5.73401,4.42395,3.49835,5.30843,8.93535,8.003,16.5326,4.99822,20.5162,14.0816,26.4921,29.9474,20.2474,9.03598,28.4542,5.54105,19.1522,29.7366,21.2097,29.5585,9.45941,34.6202,10.597,13.6278,26.1119,4.74334,2.69753,7.00647
127,7.19207,4.71079,5.71865,4.90572,3.22778,4.88499,10.059,9.97264,16.0106,4.16706,20.6871,15.4609,24.146,27.5621,21.1218,9.01632,26.289,9.11785,18.7397,31.6105,21.1759,28.8299,9.24685,31.2778,10.2763,14.1613,25.8467,5.39026,3.22874,5.07154
128,6.93843,6.76391,7.37773,5.99979,3.11612,2.42257,9.23353,11.2522,15.0483,4.1012,18.278,13.4783,25.9737,27.1523,20.2249,7.17395,29.6105,8.03206,22.2444,29.8444,23.2955,29.7305,8.26853,35.1298,9.36014,13.7145,24.6537,8.09726,5.7937,6.26275
129,5.82832,6.27293,6.85578,4.80156,4.74684,3.99323,11.1366,8.96522,16.5644,4.19768,19.7412,14.2371,26.1739,27.6709,20.2365,7.87496,26.7351,7.24855,20.8328,29.6789,21.8376,28.4444,8.6668,34.7673,10.2854,14.0783,25.3928,5.97392,4.22203,5.967
130,6.42269,7.20716,5.51769,5.36164,4.86386,2.60795,8.62094,8.00378,15.1715,3.3132,20.4375,14.9504,25.3768,28.6924,19.1988,9.77613,29.0639,8.63276,19.6315,30.4148,21.1847,26.8001,9.84443,33.2165,9.50141,15.2305,25.891,6.71115,6.04075,7.84651
131,5.48859,6.76891,6.55576,4.52743,4.71681,4.55318,11.6113,9.89264,16.9011,4.11133,18.6102,13.1923,26.2628,29.2562,20.6879,7.37068,27.9256,5.6855,18.9298,29.4506,22.7664,28.1567,7.48654,33.9459,10.3443,13.0646,25.2118,6.50975,4.05535,6.2291
132,9.02343,5.49222,8.10831,5.9231,4.67111,6.68037,9.27904,10.9768,17.4552,2.82404,21.0093,13.7716,25.7549,26.8956,21.8184,8.48291,28.8364,8.68365,20.0442,29.3146,20.4273,28.7641,8.37412,34.4019,9.13263,13.7442,25.1502,5.72669,3.44072,5.00784
133,5.43877,7.81201,6.4186,4.18071,4.07659,5.44141,11.432,11.8059,15.3456,4.54088,22.982,13.1669,24.2925,26.7668,20.6525,8.69154,27.8228,8.40353,20.9028,29.2186,23.3289,28.5639,7.77757,33.3056,8.88755,15.0646,22.7721,4.76927,2.17946,3.94078
134,6.02108,4.91582,7.69377,5.82538,4.74575,4.52182,9.53241,9.61747,15.1206,5.9709,18.725,14.7438,24.0265,27.2308,17.6421,6.17093,27.1907,9.1782,19.8672,31.041,21.9595,28.3883,8.54487,34.9661,10.2112,13.567,23.6584,5.79046,4.87375,5.68869
135,8.03067,5.58395,8.92922,5.30269,4.17114,3.86298,10.7194,10.0964,16.2606,4.05289,19.9701,15.8275,25.1529,28.807,17.019,8.47102,26.9428,8.88341,21.7664,28.8482,22.7431,28.3832,8.95831,33.6536,9.40854,15.4776,24.8807,5.40517,4.20044,5.46949
136,6.66495,4.76926,7.23339,6.0123,3.88541,4.88469,9.31933,10.6425,15.1036,3.64138,21.3722,12.89,25.6695,29.1536,18.3432,8.86447,28.7045,9.84662,21.6821,29.4674,22.5845,29.6196,9.11458,33.9062,8.92407,15.3135,23.9994,4.13326,3.92322,3.80671
137,5.63188,6.24543,5.81481,5.82096,3.51431,2.99968,9.06571,8.71143,16.9868,4.72644,20.5264,13.5246,23.9604,28.2744,19.5015,7.65426,29.0241,8.86263,21.7428,30.2138,21.39,30.3455,10.0896,33.2301,9.99816,13.5136,23.9121,3.76751,6.53527,6.19731
138,7.31841,7.6779,7.29489,4.67859,4.14309,4.0742,9.05537,9.86012,16.4081,2.34377,21.1526,12.2717,25.8861,27.4479,20.2983,7.18265,29.1362,7.91188,20.2055,30.2171,22.4794,29.6756,8.09672,33.0132,9.07721,13.5755,24.716,5.97365,3.41689,6.66945
139,7.22882,4.38184,7.48907,7.3605,2.93786,5.88644,11.1607,10.5616,17.1172,1.29643,20.7978,12.8817,25.9181,28.4738,20.0598,9.72296,28.4368,8.00999,21.4997,29.0994,21.6197,27.2166,9.60759,34.1217,9.18541,14.8782,25.4534,5.97606,4.48863,8.09728
140,6.47017,7.10128,8.34281,3.93607,3.65979,5.30925,10.8842,10.7543,17.4841,4.25567,19.6685,14.1191,24.1791,28.3152,19.6378,8.25158,27.2865,8.59943,19.8869,30.7263,21.2772,30.3155,9.29803,34.5955,9.25289,14.7176,24.253,5.02411,2.48749,6.24888
141,4.7677,5.65644,7.29505,6.03216,5.74716,5.46184,10.1206,10.817,16.2178,3.90976,19.2196,12.8976,24.4214,26.9484,22.0481,8.44407,29.0483,6.3052,19.4247,29.3062,21.3373,26.3176,8.33103,33.4817,7.30722,13.0337,23.9264,6.31984,3.90986,7.68415
142,6.02814,6.38492,7.51012,5.29683,3.85529,3.44626,9.80702,12.1567,16.6706,2.65354,21.8255,15.387,24.1702,27.256,20.018,7.51581,27.3381,7.7524,20.3331,28.3587,21.8901,28.235,8.19983,32.8231,9.91734,14.3526,24.9054,6.47926,3.5598,6.83506
143,5.0509,6.11578,8.32606,4.54706,2.46626,4.98035,10.7116,10.4994,15.7016,5.28534,20.1069,14.3252,25.4842,27.9417,20.895,8.00504,28.3309,7.05774,20.6258,30.2414,21.5229,28.944,8.28791,32.9846,9.9689,14.0519,26.7215,8.28422,2.43587,8.39892
144,7.68738,6.72195,6.97649,3.78302,5.73238,2.85516,11.6419,10.4803,18.1663,3.48588,20.4309,15.8321,24.2729,28.0505,20.7085,7.70023,28.3001,9.77882,19.1906,30.6187,22.1594,29.1796,9.03063,34.1411,10.1579,12.6194,26.337,6.20129,4.01569,6.44506
145,9.05305,7.81627,7.39716,5.17622,1.76284,5.44944,9.37552,8.46736,16.3021,5.95354,21.1672,15.2897,24.9226,30.035,20.0676,8.01164,28.4005,6.6288,19.9592,29.6898,24.2508,29.3192,11.6259,35.4022,8.01912,13.0381,24.1057,5.39735,2.61302,6.09125
146,6.83222,7.59339,7.10284,6.18147,3.51478,3.72256,9.41312,10.482,15.4208,5.59256,20.7404,13.5915,23.8872,28.4798,21.075,8.33957,28.9048,7.28404,19.955,30.1229,23.0358,28.389,9.50371,35.216,9.23879,14.593,25.6312,6.1126,3.75061,5.59462
147,7.71896,5.82301,8.04034,6.98063,4.51377,4.47601,10.4619,8.19737,16.3585,5.36855,20.3804,13.5937,24.6697,26.1725,20.8214,7.05062,30.3228,8.05321,21.3078,30.9207,23.3403,31.052,8.17602,32.6656,7.56912,14.335,24.2148,5.95686,2.69441,5.70888
148,7.84864,3.43115,6.96001,4.73219,1.55255,4.15342,10.8035,11.6101,16.4204,2.20773,19.9141,13.3754,25.9172,28.6813,19.5668,7.69312,27.4998,10.501,20.14,30.9087,21.582,29.7791,9.11314,33.6123,9.15831,14.3453,23.6928,5.01707,4.81931,6.48987
149,6.15037,4.21918,6.46948,5.30514,3.38706,4.21283,9.8827,8.6224,15.7917,5.93714,21.8546,14.3774,23.3401,28.0444,21.1959,8.03021,28.2644,7.41716,19.6291,31.5523,22.9696,28.6635,7.28113,34.4881,9.04193,13.2677,24.0796,6.14447,3.60069,5.15174
150,7.64298,6.25011,6.63473,4.62743,4.36649,4.87732,11.3104,10.096,15.6943,1.78032,17.5243,13.79,24.7969,27.7083,20.5233,7.08237,25.6609,7.81152,20.0691,30.9663,22.7061,28.3342,8.12275,34.3566,7.65813,13.1294,25.5944,6.03229,2.06199,6.58815
151,7.97826,5.74668,7.99102,5.79841,3.31719,4.26305,10.1486,10.3521,18.8615,3.33279,19.6843,12.5032,24.9506,29.4216,19.5561,6.68228,25.3426,7.77584,20.4139,30.1601,20.985,30.6135,9.62253,34.7301,9.78249,15.3281,23.8486,5.66307,4.11381,7.52733
152,8.85809,5.72506,6.96395,3.95573,6.17952,5.82421,9.95118,9.12485,15.8229,3.83105,20.3438,13.3814,23.9068,27.7964,19.0959,9.15671,26.9754,9.10803,20.5733,29.1388,21.8271,26.9236,9.96535,32.9772,9.14834,13.6246,24.8787,4.98404,4.10411,6.38586
153,5.36634,5.53842,7.5738,5.67165,3.28538,4.08404,10.7903,10.5628,15.3915,4.80266,19.9936,13.0499,25.364,27.7082,20.5328,8.5971,28.0106,6.85409,22.1363,28.6632,23.7327,29.2293,8.08631,36.005,8.90341,14.9651,25.4172,6.80286,2.36973,5.41223
154,6.57155,4.01818,8.2123,3.40054,3.00975,5.52974,9.49518,9.76421,18.6763,3.78182,21.1326,13.1319,24.325,29.4457,19.8491,8.15048,26.5751,9.9139,19.9035,30.87,22.1308,28.7399,8.65203,32.8598,10.1666,12.4021,25.3892,7.53445,3.93511,6.14024
155,5.50988,6.7845,8.13677,6.02857,4.75036,4.37279,11.234,11.1638,16.2906,2.3543,20.2089,13.46,25.1474,30.0479,21.0777,9.10571,27.8588,8.18739,20.8398,29.2163,22.2035,27.9545,9.15486,33.4852,9.11856,14.0979,25.4613,5.14345,3.76023,4.31018
156,7.25404,5.52691,7.38878,3.98741,5.01002,3.627,9.08569,11.7946,18.5706,3.13824,19.2427,13.5068,23.1245,28.8639,19.222,8.66734,26.6897,6.64247,19.7353,30.2141,21.6417,28.8441,9.11612,32.5109,9.4208,12.8755,24.3706,5.12417,6.40883,6.238
157,6.09698,7.03624,6.59297,4.77265,6.97948,3.39303,10.4132,9.76532,14.7694,4.70545,21.9362,12.9711,26.551,29.1563,20.5003,8.92335,27.7707,7.25132,18.2748,30.3279,22.2343,29.6068,8.04157,33.1165,8.1318,14.4999,23.9571,7.57863,3.93926,5.64393
158,6.85387,6.80585,5.61739,4.68283,4.71729,5.20387,11.3229,11.0766,16.3728,3.89421,20.2269,13.9519,24.6028,27.8244,18.7456,8.16195,28.7244,7.54944,20.4978,30.0763,21.2807,29.4103,8.64323,33.9586,8.369,14.6418,24.157,5.82801,2.90192,5.48131
159,8.21334,5.46678,7.69641,5.49172,3.60523,5.2097,11.3073,9.85262,17.2326,4.45265,20.2211,13.8208,26.8959,27.8265,17.2928,8.19509,27.5687,7.8005,20.2774,30.0482,21.3275,28.8145,9.22558,33.55,8.51423,14.747,24.4308,7.59183,3.77429,5.95797
160,6.45372,4.67591,7.40514,4.57604,5.20452,4.91509,11.2106,9.38266,15.4085,5.62081,19.7093,13.0323,24.8168,27.8412,19.6773,6.28066,27.6656,6.22906,19.5468,31.009,21.6497,30.5924,9.86422,31.7313,10.8505,16.2632,24.9802,6.20624,2.61341,6.84228
161,7.32659,6.25319,8.92556,6.1529,2.87418,2.49589,9.53943,11.6249,15.8987,2.76617,20.5024,15.3614,25.7454,27.5099,20.4295,7.88427,28.8563,9.06371,18.9369,28.0522,24.1513,29.941,10.5329,34.5944,8.94867,14.7979,25.1633,6.49952,4.40544,4.48984
162,6.83482,7.86898,6.38651,5.22403,5.48145,2.65906,9.2487,11.0404,15.2579,6.4761,19.858,14.6759,25.4474,27.5272,21.6854,6.63648,28.8558,8.0109,19.9986,31.2227,22.3529,29.8831,11.1876,34.4839,7.58798,15.232,25.2927,7.72344,3.27223,6.04769
163,6.1579,7.05676,8.78787,5.21042,4.90687,3.5093,8.91863,9.94502,16.7769,5.0765,20.9077,13.0353,25.0288,27.463,19.2319,9.00583,28.2937,8.61924,21.2512,31.619,20.4448,27.5526,6.68764,34.5386,7.90188,13.5405,24.1219,5.55515,2.73273,5.85608
164,6.69798,7.36676,6.88397,4.61296,5.71955,3.90818,10.79,10.623,15.9318,2.66721,19.96,14.6443,27.2071,26.4619,19.8894,6.9563,28.9991,5.52732,20.2695,29.5446,22.7442,28.2651,9.52392,34.0316,8.77535,13.8625,27.9142,6.78788,2.74391,7.29644
165,6.15006,7.95506,7.27804,5.08507,4.17661,3.71737,10.7808,12.1999,16.7121,1.52205,19.4314,13.5068,24.3834,27.3555,19.5076,7.47274,29.8956,9.60442,19.3028,28.7279,21.5875,29.1043,9.87709,34.6756,8.54778,14.1109,24.2832,5.22776,3.14631,7.25506
166,7.87503,5.00629,4.97753,3.4503,4.38583,5.61553,9.8847,12.1958,16.0851,3.84089,22.331,15.1291,25.4138,27.9643,19.3759,8.12336,29.0916,7.82658,20.4247,29.5213,21.6415,30.5736,8.02912,36.8571,9.55122,11.8087,25.8793,6.45606,3.06532,5.43021
167,8.20235,7.04424,7.4233,5.21074,5.32044,4.49096,11.1038,12.1308,17.2767,3.43094,19.7558,13.89,24.893,29.1355,19.8995,8.79969,27.9821,9.04501,20.9612,30.6631,23.4575,28.7253,9.28593,32.8304,7.96877,12.4357,27.1312,7.03932,2.83714,6.73299
168,6.26364,6.24395,4.68777,5.1231,3.10372,3.21731,10.3232,9.82917,17.5658,4.52572,20.4759,13.9492,25.1824,27.6892,19.6917,8.03672,27.5844,6.51823,20.9727,31.3958,21.7845,28.9342,10.313,33.8385,8.72712,14.4767,25.3861,6.39725,4.58204,5.70167
169,7.52519,8.32229,5.68238,6.15849,4.75045,3.06276,10.1667,9.03852,15.9012,4.26959,20.3946,14.1652,26.8453,28.2291,19.8232,7.66839,27.5028,7.35193,19.8222,30.8137,22.882,28.4774,9.31194,35.9967,9.24825,12.9385,24.8036,5.41394,3.52044,6.94301
170,7.76131,7.2447,5.32815,2.3206,4.77007,6.36196,9.89967,9.56916,17.1388,4.99742,20.7109,12.8518,24.7542,28.2808,18.889,8.74129,29.8252,9.20969,19.9965,30.0428,21.2154,30.3319,9.27728,33.8797,8.97181,15.1194,24.7406,5.25315,5.10331,6.64886
171,7.5503,6.65284,7.34945,4.91767,3.51698,3.46296,9.95107,10.9744,17.4746,3.98552,19.5505,13.0939,25.2487,26.4192,20.2561,8.78107,27.7739,7.02537,18.1473,29.418,21.7965,28.5158,11.5444,32.4565,9.46824,13.7731,25.6007,6.41315,4.90476,7.3296
172,6.83196,5.2958,5.63411,5.1277,2.69679,3.71628,10.7621,10.2409,14.8105,4.25113,20.6852,12.3615,26.0679,28.1813,18.2619,8.65034,28.6504,6.69856,20.9614,30.0653,23.1958,29.5665,10.26,35.1429,9.9062,15.1389,24.9036,5.9838,2.42604,4.08755
173,6.85276,6.97397,8.92456,4.03673,4.30675,5.02355,9.46417,10.0346,16.0408,3.00228,19.7783,14.3858,23.9763,28.4012,20.1691,9.02764,27.7065,7.21796,19.3621,29.9513,20.7929,28.1801,9.19654,33.702,7.16286,13.2684,23.9545,4.95172,5.14536,7.26664
174,4.22166,6.75071,5.66315,5.49967,3.31499,4.98073,10.8126,10.434,15.2155,4.64575,18.3663,13.0258,25.1181,27.0596,21.2207,9.04883,28.6447,9.18622,20.2151,30.263,21.6471,28.2282,8.91085,34.7499,9.91451,14.9901,24.0815,8.07759,3.72642,5.60176
175,7.61906,5.46205,7.52162,3.42544,4.28437,4.36257,8.20654,10.4705,17.6504,4.06991,21.317,13.2274,23.6808,27.8992,20.1974,7.62866,30.1801,6.64482,20.8898,30.1399,21.8011,28.2893,9.70976,33.1357,7.5351,12.8035,25.1097,5.75246,4.29349,5.2758
176,9.00712,6.01538,4.50921,6.84551,3.82118,2.80072,9.9029,10.6258,16.018,6.0734,19.687,13.9187,25.0006,28.034,20.0978,7.26507,28.0456,8.09727,19.5823,29.2753,21.7667,27.8676,7.75852,34.619,8.62418,14.0898,24.6319,6.21305,4.24146,5.03582
177,7.05654,6.32725,6.63507,4.29743,4.05295,4.49855,11.1915,10.8877,16.4988,4.74813,19.1329,13.2697,23.688,26.4108,20.5233,7.29039,28.6646,7.62397,19.3926,31.1508,23.9913,29.761,9.21774,33.4207,8.78467,15.3482,26.1508,7.04206,5.04003,4.68736
178,7.41266,5.11572,5.42466,4.4123,3.33326,4.09724,9.32549,10.6195,17.0936,3.96265,19.831,14.24,26.7508,26.8844,19.2771,7.97646,27.8945,8.00702,20.2586,30.0062,22.2235,29.61,9.50713,33.9513,8.97924,13.2266,22.9721,6.23215,4.54179,5.74727
179,6.43718,4.51048,7.85224,3.76116,4.46184,3.82544,9.834,10.8464,14.5694,5.13627,20.5429,14.154,26.0735,28.1263,21.0389,9.79498,26.652,8.00649,19.3563,30.3387,21.5661,30.0894,8.72344,33.7469,9.21535,14.5804,25.5123,6.67234,5.17915,5.01105
180,7.29908,5.67371,7.5375,6.44155,3.98313,2.82013,10.7356,10.1114,15.6622,4.13489,19.358,13.9655,24.5382,26.0307,21.0239,6.44555,27.6589,8.38211,20.6315,30.0981,22.2433,27.1561,9.65479,33.6847,10.195,13.7218,24.801,5.64359,4.11192,6.1541
181,7.58541,7.26741,6.75764,4.6394,3.21703,5.26687,9.67718,11.4899,14.6481,3.20913,19.6881,13.109,25.8901,27.5363,20.6297,7.92826,26.3123,6.97818,21.2102,27.6561,22.9248,29.8114,8.34245,31.7805,9.67264,13.5586,25.3959,5.48615,3.19169,6.84703
182,6.33961,5.92366,5.40287,3.01295,2.64786,4.24347,10.2521,11.0695,16.6913,3.09239,19.9873,13.132,23.9433,28.8384,19.957,8.05917,29.9013,8.25358,20.8121,30.6968,20.4486,29.2921,7.78383,34.3497,11.0328,13.3294,25.0344,7.13374,4.79573,5.49412
183,7.04153,6.06015,6.55583,3.93457,3.85713,3.25835,9.25128,9.4021,17.1181,2.81161,19.9904,12.548,24.9936,27.2335,17.5784,7.60091,27.7785,8.93689,20.4047,29.0141,21.3597,30.4667,9.98195,33.9982,8.88209,14.3116,26.4457,4.42278,4.40729,5.95134
184,6.6168,6.5209,5.13503,6.28082,5.05289,2.26449,9.66636,11.3368,16.0381,6.31999,19.8701,13.1459,23.8335,28.215,18.8975,6.115,28.2912,7.72592,20.1911,29.7471,21.2846,29.3729,8.47322,34.6772,7.61118,13.7457,25.1277,4.24357,3.48667,5.23601
185,5.91013,6.38713,8.09107,6.82955,3.96063,2.37507,9.5092,10.5709,16.0503,2.67513,19.5943,13.0443,23.9728,26.7994,20.742,7.47453,27.4945,7.90935,18.9194,29.4466,25.3659,28.4972,8.85917,33.7094,9.22185,13.4089,24.4295,6.1304,3.52701,5.84749
186,6.84709,5.1019,6.44966,3.71644,3.69417,3.51157,9.30302,11.0132,15.2911,3.72984,18.8981,12.3486,25.0893,29.4325,18.8249,6.66045,26.7362,9.17848,20.5438,30.3292,20.8789,28.6064,9.4326,33.0001,8.04253,12.94,24.5863,7.30686,4.94549,5.36755
187,7.65029,5.2835,6.67469,5.59661,2.61427,2.94792,12.149,10.8266,15.4733,5.39971,21.6234,14.8431,23.756,27.2284,21.2743,7.81215,26.7809,8.80544,21.1958,30.5886,21.963,27.6047,11.0014,34.2286,8.90044,13.4549,26.1203,6.66397,4.62163,6.79797
188,7.0586,6.48687,7.22093,4.75715,4.06902,4.08063,7.68085,11.6006,14.528,3.8315,18.7164,15.0904,25.3647,29.1902,19.2157,9.35206,27.603,10.1167,19.5405,29.9195,22.6889,28.7975,7.45728,32.77,8.37646,14.4214,25.7918,6.16779,5.62057,8.32749
189,6.38878,4.40271,7.14416,4.08441,3.20532,4.35367,11.2928,10.5926,15.1727,1.96512,21.5419,15.0295,26.4861,29.3152,20.3709,6.74554,28.1986,7.18082,21.3783,29.7767,20.8772,30.5947,8.88648,33.8909,7.68762,12.0738,24.4032,6.99972,3.20984,6.41639
190,8.34427,5.47743,7.13719,6.57059,5.61381,3.18598,10.7346,10.106,14.6614,4.4966,19.2676,14.5972,26.3303,28.161,20.0356,7.18916,28.8288,8.52917,21.0317,29.9413,22.5279,29.9737,6.78163,32.9998,8.10636,14.0783,23.3082,5.69528,5.10769,5.42234
191,6.56111,6.16756,6.53946,7.17037,4.43045,2.8623,10.2834,10.8545,17.057,4.64615,20.0832,15.1672,24.9173,28.3902,22.5599,9.10712,28.4417,6.58049,20.7354,28.974,21.0792,30.2906,7.65199,33.9588,8.38755,12.8367,27.3161,5.73818,3.20362,6.92167
192,8.31478,5.75655,7.03223,6.28542,4.7563,3.68418,10.4515,10.7224,16.2901,3.69573,19.0389,11.8173,25.8161,28.3136,20.4987,8.56676,29.4807,7.64309,19.6178,29.5091,20.491,29.0697,9.1026,35.0775,10.2004,13.2391,24.9235,6.30309,3.09366,5.89159
193,8.66242,7.15589,8.48739,3.29897,3.62207,4.98442,9.65997,10.7259,15.2917,2.35855,21.2262,13.8623,24.4219,30.1633,20.3671,8.34957,26.5595,8.88384,19.5237,29.4968,24.7578,27.9955,9.45387,33.6633,9.33214,12.7687,26.3196,7.76313,4.21584,4.60138
194,7.34504,5.91078,6.86805,8.18189,2.97509,4.86313,10.5885,8.77008,14.1688,5.73045,20.3951,14.4458,24.0464,26.3681,20.1971,9.65092,25.9645,7.66275,21.4633,30.076,20.8241,29.5431,9.18079,34.2802,11.5863,12.7538,24.1508,6.90183,7.01271,6.64387
195,6.82948,6.81515,7.14081,4.1652,5.00935,3.02114,8.86329,9.64456,17.054,4.49054,19.8074,14.007,24.5532,28.9518,18.0053,9.30083,27.7174,9.531,21.5496,29.7573,23.4082,29.1106,9.049,33.5117,8.86003,14.799,23.8851,7.55854,3.27808,6.03182
196,7.03616,6.3266,6.97214,4.51435,4.30434,2.5588,8.82381,10.9763,15.5047,3.66966,19.4276,13.0298,25.237,29.6083,18.2644,7.82405,28.8934,7.54976,18.93,31.0954,22.7744,28.8685,9.54312,34.355,9.93045,13.3504,23.6918,5.81741,3.97432,6.58418
197,8.26433,5.10977,8.14135,3.85364,2.91898,4.2839,9.57367,10.2717,16.2849,2.00958,19.9358,15.6907,25.2177,27.2769,20.2083,7.84746,30.0005,7.56178,20.7632,28.8462,21.6289,27.9415,10.3042,32.5749,9.30399,11.6225,23.6997,6.298,4.26962,8.48949
198,8.24984,5.43822,9.09376,5.25836,4.82779,5.23066,10.3547,10.6144,15.191,4.12082,19.3033,12.934,25.9061,29.9703,20.7071,8.54773,28.1257,8.24113,20.3014,28.8371,21.9819,27.1108,7.05154,34.7453,7.78674,14.2023,26.2768,5.64203,4.80159,7.06122
199,7.41604,5.81623,5.94782,5.71007,3.19356,3.26544,9.13987,9.42667,16.0176,4.85115,20.4528,13.9007,24.6437,25.059,20.9621,8.2953,27.9754,7.14706,20.2978,29.7319,23.0405,29.1137,10.3823,32.212,9.06587,14.2525,26.2954,6.80378,4.15766,5.88597
200,4.76534,5.37078,9.18556,4.29592,3.33202,2.25106,8.36623,9.97263,13.9474,4.23169,19.1759,13.9529,25.8937,28.0036,19.9151,8.08383,27.8913,8.75714,20.2759,30.5666,21.0356,28.5749,7.23651,34.4029,9.52867,14.2897,25.2681,6.42804,3.74816,7.1584
201,6.64353,6.16664,5.34465,3.53411,4.45164,3.59832,9.782,11.8585,17.6557,3.78975,19.8505,14.1769,24.8231,28.7912,21.3679,7.0573,28.6427,9.9731,18.8382,29.592,22.2391,29.3906,8.31878,35.7445,9.25512,14.4137,24.5117,7.02492,3.78309,5.90332
202,7.95194,6.65386,6.94435,3.49263,4.37767,4.39437,9.70947,10.4529,14.422,4.42249,19.6304,16.0058,23.1012,29.7638,20.9147,7.96259,26.3879,8.69894,19.0968,26.3444,22.306,28.8582,8.55799,35.7972,10.443,14.7977,24.9618,5.21095,5.59895,7.55903
203,8.92232,6.44543,5.38259,5.1946,4.0305,4.22315,7.65433,10.6553,15.7188,4.82162,21.8889,14.6681,25.6264,26.8068,20.8919,8.22569,26.9597,7.03514,20.0509,29.9648,21.163,30.5793,8.41891,32.8783,8.28769,14.5625,27.0615,6.91632,4.93902,6.06307
204,6.25045,7.20066,7.92395,4.88306,3.7461,3.9312,10.6242,10.5944,16.7357,3.94405,19.4225,13.3598,23.8092,28.5005,19.3572,6.75805,28.2293,9.69701,19.9417,29.8767,22.556,27.8958,8.89483,33.283,10.7319,14.6215,27.6614,6.43575,3.54817,6.28305
205,5.68857,7.03743,7.45228,6.05614,4.20008,3.92764,10.622,10.7485,14.802,4.21764,20.5217,13.4911,24.2796,25.7034,21.1995,8.25152,28.4169,6.83097,20.5852,29.9659,23.6796,28.7645,9.01451,32.7762,9.39228,12.8427,24.7205,5.20792,3.77812,5.53293
206,6.47418,5.53294,7.26677,4.10123,3.03106,4.9297,10.5544,8.54559,17.3833,3.59639,21.0174,14.2994,25.1855,26.1935,20.989,8.48343,29.0134,10.8022,19.3214,29.3952,20.9302,29.8568,9.9015,33.5528,9.05095,14.0536,24.4846,5.82166,5.36185,6.75976
207,8.78588,5.75341,6.61846,5.05116,2.21162,3.74775,9.67497,9.78075,16.4882,3.38029,20.1016,13.927,25.6473,27.7378,19.9931,7.74413,27.4446,8.76178,19.2112,30.5243,22.184,27.47,8.64598,34.3416,9.37691,14.5652,23.6154,5.96344,3.53604,5.01175
208,7.80016,5.31624,8.04878,6.22043,5.54809,3.91317,11.304,8.67603,15.077,3.60625,18.4625,13.8671,24.308,27.3956,20.0718,7.93721,27.2627,7.94827,20.0232,32.411,20.788,28.0597,8.04643,33.6092,8.38249,13.6011,25.6378,4.66075,3.03295,5.80674
209,6.36503,4.4096,7.51176,5.38679,4.32689,5.06523,9.70345,9.38027,16.0988,4.25582,19.1575,15.1797,24.7126,27.8945,19.7342,7.60061,29.8126,9.2697,20.7745,30.2089,20.3263,29.2886,9.49153,33.3522,9.41536,14.1496,26.6209,5.45141,4.81208,6.18277
210,7.93174,6.2232,7.47847,5.59693,4.37574,4.65616,9.22882,11.4374,15.8132,3.22076,19.8807,14.4313,24.4141,29.8653,20.2304,9.38273,28.7255,6.88696,19.578,29.3598,22.4513,31.3289,8.72019,32.775,8.72142,13.5664,24.5847,4.52562,4.24819,6.79833
211,7.92817,4.9068,7.03499,4.19685,5.05541,4.45879,9.204,7.91258,19.2082,4.12115,19.9345,12.8993,24.1608,28.7046,20.5245,8.4907,27.0803,8.56177,20.3627,28.7923,22.2884,28.2233,10.9862,35.2358,10.035,13.009,24.902,7.07956,2.77884,7.78413
