real_name,obs_e:221457.0_n:8184523.0_x:221457_y:8184523,obs_e:223413.0_n:8178296.0_x:223413_y:8178296,obs_e:228433.0_n:8192778.0_x:228433_y:8192778,obs_e:229788.0_n:8193427.0_x:229788_y:8193427,obs_e:231595.0_n:8198480.0_x:231595_y:8198480,obs_e:231694.0_n:8197619.0_x:231694_y:8197619,obs_e:233194.0_n:8190440.0_x:233194_y:8190440,obs_e:233837.0_n:8195775.0_x:233837_y:8195775,obs_e:233908.0_n:8189011.0_x:233908_y:8189011,obs_e:234195.0_n:8198194.0_x:234195_y:8198194,obs_e:235327.0_n:8184950.0_x:235327_y:8184950,obs_e:235614.0_n:8190354.0_x:235614_y:8190354,obs_e:235682.0_n:8187652.0_x:235682_y:8187652,obs_e:236163.0_n:8190958.0_x:236163_y:8190958,obs_e:236538.0_n:8191417.0_x:236538_y:8191417,obs_e:236616.0_n:8177416.0_x:236616_y:8177416,obs_e:236686.0_n:8192411.0_x:236686_y:8192411,obs_e:237006.0_n:8202926.0_x:237006_y:8202926,obs_e:237454.0_n:8185525.0_x:237454_y:8185525,obs_e:237496.0_n:8190167.0_x:237496_y:8190167,obs_e:238665.0_n:8188244.0_x:238665_y:8188244,obs_e:238954.0_n:8189678.0_x:238954_y:8189678,obs_e:239587.0_n:8185586.0_x:239587_y:8185586,obs_e:239760.0_n:8190677.0_x:239760_y:8190677,obs_e:240931.0_n:8186974.0_x:240931_y:8186974,obs_e:241878.0_n:8190407.0_x:241878_y:8190407,obs_e:244750.0_n:8189532.0_x:244750_y:8189532,obs_e:244814.0_n:8189459.0_x:244814_y:8189459,obs_e:245486.0_n:8201343.0_x:245486_y:8201343,obs_e:247863.0_n:8185501.0_x:247863_y:8185501
38,5.10203,8.22204,5.92186,5.43734,3.19737,1.73099,8.4905,11.0352,14.13,5.45117,20.8947,13.8273,23.8223,27.8412,21.3033,8.04954,28.0856,7.94573,21.1924,30.9178,19.1466,26.3445,8.84724,34.1715,9.96528,14.2997,25.5349,7.47552,4.65886,6.15142
39,6.4306,5.36751,7.07263,6.42818,5.73262,3.44735,8.98103,9.46682,15.4023,4.30933,19.1787,14.6128,26.1671,26.8397,19.7255,5.61538,27.7409,8.16334,19.586,32.1635,22.1429,30.6593,8.40499,33.2611,9.11832,14.4579,24.0172,5.75115,4.59152,5.70623
40,6.95661,6.07197,7.80172,5.77334,2.94069,3.00076,13.3145,11.2011,15.4828,3.14929,21.0849,16.4517,25.247,28.9079,20.8935,9.15576,28.2337,9.02967,20.2552,28.5553,21.8698,28.2501,8.23233,33.0473,9.31826,13.9543,26.7559,4.96648,4.05219,4.33146
41,6.40932,5.36875,5.99247,3.77451,5.15598,3.75319,8.03119,10.038,15.3206,4.89413,20.727,14.38,26.0553,25.9704,20.3234,9.7827,28.8134,7.94349,20.0756,30.0369,22.0036,29.5345,9.38315,35.3403,8.98812,15.481,25.9119,7.16712,5.32803,6.11299
42,7.27789,7.40232,5.53219,5.45974,2.86904,2.39228,8.7444,10.861,17.3687,4.14697,18.5623,12.9134,25.538,25.8809,19.3956,7.92373,28.9342,7.99523,20.0974,28.5645,22.5296,28.3351,6.99996,33.7296,10.5765,12.9736,25.194,7.45299,4.92983,6.13408
43,6.96226,5.60395,7.45208,4.08412,3.69627,4.05592,8.87883,9.42181,17.0611,4.52497,19.0234,13.2569,23.9337,29.1052,19.4387,7.9085,26.7229,9.45133,17.1969,28.3153,22.0998,28.5063,8.43182,34.0432,7.88623,12.4177,25.9572,6.03356,1.54954,6.23348
44,6.39684,5.95731,6.77309,4.2074,3.81229,5.22211,10.2109,10.1927,14.96,3.95333,19.39,12.2508,25.8562,27.7759,19.9149,8.61816,28.6021,8.81284,19.773,29.8853,20.3889,29.0189,9.20726,33.1138,8.07799,15.1395,25.3778,3.62488,4.48947,5.67404
45,6.12532,7.45325,6.14858,5.75515,3.58842,4.63919,8.59831,12.0002,16.3423,3.07599,19.4725,14.3371,22.8615,27.3776,19.7398,8.83232,27.9885,8.38177,18.7291,31.5866,21.2104,29.8474,8.48489,34.399,8.58373,13.7328,25.2336,4.945,4.03248,6.15308
46,8.04636,6.24596,8.16804,3.59727,5.14917,4.80814,7.98477,9.16713,17.5063,3.29384,19.8675,13.9458,24.0009,29.8194,22.1052,5.96063,27.3014,7.98757,18.3106,31.6181,23.1606,28.3488,9.52931,34.8996,7.15458,13.5813,24.5724,4.99927,5.21779,4.18687
47,8.33511,7.07254,5.84754,4.27241,4.37087,3.64621,8.76128,10.4998,13.9632,4.64006,21.0196,14.994,24.9857,27.9818,19.6566,7.72855,28.5133,5.98108,21.0965,30.1484,20.9154,30.8639,9.0436,36.0083,7.72647,12.1833,25.5938,5.79559,3.54673,5.84257
48,7.31873,7.00466,7.13507,5.97168,4.66383,4.28417,11.148,7.43759,15.4924,4.517,19.1643,13.819,25.9144,28.1117,19.1276,5.71727,28.4305,8.81779,19.957,30.4001,24.7182,29.0519,9.80446,34.0856,8.76294,15.3867,24.7591,7.61509,4.72286,6.85163
49,6.7654,4.64638,5.92517,5.41333,4.47801,4.87214,10.8698,8.97912,14.9097,4.5903,19.9924,15.8055,24.7103,25.7331,20.0879,9.29162,27.2807,6.54495,20.4637,32.0567,20.0598,28.025,9.35449,33.5261,8.73211,13.7579,25.7,5.68287,5.38565,7.29517
50,6.35295,6.12849,6.35564,4.51998,3.37172,2.47799,7.56397,10.1583,14.8747,2.89241,20.3122,15.5724,24.3898,28.5436,19.6055,7.04007,29.2212,8.73395,20.7019,30.9768,22.0856,28.3853,8.83909,34.1482,8.44403,13.4227,24.6949,5.11047,5.86958,7.61973
51,7.97215,6.42275,6.07577,5.95251,3.01676,3.57029,8.70817,9.2331,16.4149,3.83063,20.1712,12.5314,24.8254,27.1861,22.1304,7.85516,26.7007,9.1196,18.6638,30.0241,22.1589,30.4476,10.3007,33.1438,8.9375,15.3938,24.3054,6.22111,6.30588,5.82988
52,7.77383,5.74243,6.15754,4.47909,3.28535,5.78116,9.68759,10.0235,15.7451,4.33695,19.5542,13.7051,25.4507,27.9945,19.0603,8.32252,28.4828,8.99821,20.1539,28.9559,23.9949,30.2185,10.1856,32.5325,9.69772,13.4992,25.9807,4.9102,2.1654,4.39899
53,6.56157,7.09053,8.42252,4.03443,3.57213,5.86429,8.7132,9.79812,16.5319,5.0406,19.949,13.5642,24.9372,26.8089,20.3589,8.56102,27.6641,7.54257,20.4619,30.1513,22.7901,29.5965,9.56456,35.6685,8.42015,14.4361,26.4343,6.16811,4.29187,4.50421
54,8.80978,5.66057,7.71496,4.81286,5.71959,4.75261,10.7278,9.06144,16.4468,3.35985,20.8247,15.9035,23.8516,28.7085,21.4992,7.39215,29.3334,7.89284,20.8639,29.9594,21.0905,28.9234,8.17768,34.1454,8.77974,14.3585,26.6079,4.82609,3.19596,5.63365
55,7.96699,5.60276,7.04597,4.43222,4.82626,4.2595,9.51445,9.31851,16.2551,4.64757,19.4559,14.391,25.68,27.5159,19.2336,7.18538,27.5338,5.90685,19.4705,29.116,23.2834,27.5225,8.71122,33.2761,7.91328,14.3778,24.6503,6.39816,6.74674,7.93836
56,6.84041,6.20252,7.01594,6.12802,6.67235,4.17908,10.9837,9.95751,17.0654,4.34836,20.9184,13.4308,24.2054,27.5424,22.1938,7.89576,26.2618,6.8962,19.0103,29.3552,20.6773,28.9655,9.9821,33.7146,8.63593,14.0541,25.9834,6.80492,6.19906,5.45079
57,6.71487,6.3847,7.87828,4.87613,5.08855,4.311,10.8929,8.53271,16.7481,3.675,21.2726,13.6387,26.1853,28.6718,20.152,7.25967,26.9623,8.69782,20.1864,30.4573,22.8213,28.0409,8.48538,33.224,9.16653,15.2322,25.4625,6.68131,4.28515,4.69461
58,7.55664,6.48574,5.69185,5.4766,2.83591,3.24973,8.22962,10.4522,15.5915,3.52561,21.848,14.2225,23.4717,29.418,18.9246,8.95183,27.0149,7.4912,18.7649,29.5911,21.8551,30.3474,9.97229,32.9118,8.57978,14.1236,26.2923,6.32946,2.9091,6.91333
59,6.05137,5.25594,7.25758,5.1669,3.47973,5.20633,9.53134,11.7094,17.3081,5.60977,20.4737,13.4551,26.0148,28.6297,20.3856,7.26169,27.6828,9.42214,21.6393,30.29,22.3346,27.6021,8.83812,33.2259,9.6015,14.6318,25.4876,5.18671,4.32123,6.31339
60,7.12854,6.39769,8.641,4.14459,4.48802,4.10056,11.0916,9.7376,16.2202,4.70689,17.54,11.1951,25.7518,28.041,18.4513,7.29904,28.7723,8.17427,19.6873,29.2785,21.5805,29.8002,9.6962,34.9214,8.05531,14.5774,22.4995,5.07132,4.89768,5.62756
61,7.6259,4.99265,7.16941,3.63535,4.36732,4.71685,10.2969,10.2776,17.3586,5.36526,19.6756,14.0146,23.9764,27.6967,19.9684,8.00857,28.084,8.12262,21.3829,30.7908,20.7909,29.8733,8.79502,33.0934,10.3262,15.8259,24.2559,4.85879,4.08354,5.5659
62,5.57969,5.63924,7.25929,5.41775,4.28917,3.20157,10.3158,9.16275,15.9786,3.8471,19.6403,14.5562,25.7487,26.8871,20.6755,6.93023,28.7915,7.08938,19.2653,31.09,22.5682,28.3689,7.37284,33.8562,8.94066,13.3251,21.4465,4.86305,2.92108,6.9458
63,6.48899,5.07034,7.55847,3.88647,4.9327,3.07184,9.19393,11.3936,15.7882,4.30307,21.4242,14.749,23.4702,27.1504,19.4837,9.4446,27.5456,6.61184,20.8228,29.5625,21.9846,29.7546,8.68749,35.2368,9.46732,13.2581,25.1391,7.5216,4.0681,5.82329
64,6.59555,6.29068,6.40293,5.1724,0.776829,2.76772,10.5471,10.5384,16.0674,3.76003,17.3884,13.3179,24.3567,29.0235,18.0825,8.19219,29.5194,7.53443,19.2898,28.8261,21.9286,28.678,9.27189,33.4389,8.11183,15.7188,22.5459,3.94054,4.34745,7.48743
65,7.90151,7.23229,7.26774,5.28152,6.34622,3.91598,12.1286,10.8702,16.8359,3.38298,20.0426,13.9372,25.3092,27.8016,19.6266,8.80606,27.9014,7.62603,22.3633,29.5746,21.257,28.0351,7.14898,32.2699,8.54872,13.1162,27.0889,5.02789,3.45605,5.45412
66,7.50564,6.75229,6.07402,3.65784,4.2191,3.66995,9.17407,10.8288,17.3956,3.38239,19.2863,13.8861,25.9758,29.3836,19.3967,7.19003,29.4748,8.93637,18.9315,29.0997,20.0994,29.5743,7.06713,34.2931,9.78968,14.8473,25.5793,6.2727,3.47791,6.46156
67,8.17266,6.01457,6.74243,3.57676,5.31494,3.17222,9.11087,9.81098,16.1152,4.40725,19.8456,14.7141,25.0449,28.137,19.396,7.55878,28.0283,7.65993,18.5152,28.7561,22.5905,28.0841,7.17376,33.5806,10.6506,15.5534,25.0578,7.02309,3.81196,5.75372
68,6.90022,6.9934,9.11387,5.86493,4.74745,3.02672,10.7526,9.61474,14.7101,4.16491,20.7978,12.175,25.9452,29.4065,21.5716,7.37487,27.7222,6.69042,18.4222,29.8905,22.3657,28.7858,9.20841,33.323,8.9397,14.581,22.3844,5.34436,3.49302,5.65049
69,7.71824,4.8721,5.72073,5.51714,3.25587,2.9356,10.8613,11.1115,16.5755,6.55979,20.0067,13.7735,23.0606,26.6462,18.6277,7.93065,29.1835,8.88324,19.0481,28.7729,22.6824,27.9486,7.60143,33.8005,9.05713,13.4013,25.9493,6.40845,4.24944,5.37673
70,6.47308,7.0362,4.65526,5.0333,2.89334,4.75629,9.663,9.11175,14.7636,3.8231,21.2556,13.5428,25.093,28.2578,19.5247,10.2409,27.6982,9.70369,19.8669,29.5501,23.2731,31.3057,9.02116,34.047,9.67429,13.1739,25.5314,6.66904,4.11871,7.00403
71,6.05884,5.2554,5.83622,5.7073,3.26619,5.42512,10.0569,8.3809,17.0708,2.26733,20.1317,13.3697,24.8142,28.9678,23.0301,8.4171,27.5444,8.16144,20.0959,30.1449,22.2998,29.8513,9.09194,33.5191,10.0001,15.0551,25.7177,8.09052,2.89813,5.69522
72,7.7417,4.23938,7.1625,4.92183,2.87505,3.62504,10.8281,9.79981,17.3458,3.50805,19.4265,14.5824,25.0618,28.1756,20.3332,8.74908,28.0941,9.59364,21.0006,30.3539,21.5615,31.001,9.89465,33.8808,9.92044,14.7222,25.5589,4.88452,5.55192,5.21879
73,6.01757,5.58912,7.29883,6.10417,4.74993,4.61679,8.92755,9.37009,16.228,2.61034,19.8891,15.8218,26.5673,28.1727,19.9275,8.2118,28.6727,7.23539,19.0916,29.9089,22.0075,27.562,7.83016,35.9442,8.47654,15.109,25.3291,6.48392,4.63126,6.36869
74,6.63063,4.97682,8.36439,4.73283,3.13727,3.58493,10.2258,11.0132,16.6398,3.10143,20.4487,13.2604,25.8555,27.836,19.032,8.41542,28.6174,9.98315,19.0741,29.332,19.8138,28.9831,8.44102,35.0379,8.40767,14.2351,23.5116,6.5631,3.69714,6.54992
75,6.2507,6.50101,6.40653,5.24317,2.84576,4.82236,10.7443,11.2361,15.6388,2.57857,21.0884,14.2968,23.9857,28.0547,20.595,7.09727,28.0081,8.92453,20.7132,29.4256,22.7935,29.5845,9.50456,34.7187,8.91874,14.0716,24.1802,6.59962,4.14848,8.31627
76,8.17727,7.45905,6.49522,6.43817,3.29151,5.39351,9.70419,9.52432,15.1871,2.44078,18.7558,13.4852,25.7052,27.4102,19.4532,8.24235,27.6741,8.59995,20.5153,29.9625,21.7295,29.42,8.45376,34.4647,8.57599,14.9456,25.7597,6.80682,2.65149,5.43387
77,8.24567,5.7217,6.97467,4.81477,3.60355,4.46053,8.85021,10.9107,16.3855,4.05243,19.4478,15.2541,24.8209,28.8853,18.5221,7.03928,27.5305,7.76316,19.4737,28.8183,20.1363,28.7158,8.3553,33.697,9.43471,12.9071,24.9559,5.75953,2.66311,6.38094
78,8.62072,6.21973,8.91382,5.94751,4.64131,5.46007,9.4979,8.65112,16.3405,3.12497,20.3743,12.626,23.3438,29.7155,19.8204,8.5295,27.9303,8.40545,21.1462,31.0233,22.5838,30.7718,9.46973,32.8771,9.97393,16.5822,25.4328,6.12102,4.17228,7.67733
79,7.04581,5.99729,7.52313,5.55217,3.66867,3.91668,9.10523,10.2605,15.4348,4.70035,20.2834,13.366,24.5205,26.0941,22.6673,9.00965,27.289,6.44565,19.8665,31.8149,21.6346,28.3765,9.97133,34.7966,8.28662,13.5885,25.4094,6.8431,4.47222,6.37585
80,7.62366,7.05759,6.32993,6.01991,2.24386,2.67088,10.9352,9.28266,15.9225,3.84637,20.977,16.2378,25.5696,26.4197,19.848,9.14035,25.9674,9.1471,20.5892,29.8323,22.3383,29.6626,10.2864,34.2947,10.159,12.5393,25.6408,6.72709,6.31157,6.32143
81,5.9888,6.26993,6.5085,4.55023,4.80846,2.51278,9.02528,10.691,15.1497,4.06826,17.3975,14.189,26.6213,27.1613,20.0084,7.79581,25.8207,7.20436,19.0919,29.7517,22.2407,29.0189,7.74309,34.5684,7.48442,12.2638,25.9107,7.32466,2.41985,6.19105
82,6.5928,5.7974,5.78605,5.15457,5.39652,6.35497,9.41876,11.4301,16.3485,4.43628,20.1778,12.6301,24.5877,26.5653,21.536,8.60451,29.4642,7.69713,19.2287,30.724,22.7168,30.0228,6.78606,32.7814,10.1367,14.9358,24.7425,5.80481,4.47905,6.69931
83,8.48155,5.418,6.94911,4.60458,3.87802,6.10416,11.3624,11.9306,18.1145,4.90384,19.8354,13.338,23.5577,28.177,20.7091,7.60554,28.3368,9.48821,19.0991,30.7569,21.1289,28.9878,9.65692,34.0726,8.60828,12.5362,25.6589,5.27701,4.46451,6.35379
84,6.81063,5.49249,5.87287,3.796,3.92255,3.74622,9.58575,9.67093,15.6552,4.68915,19.3811,15.7136,25.1609,27.5765,21.1669,7.91979,28.2882,8.26346,18.7686,27.9653,22.5843,28.8256,9.25689,34.6113,9.97698,14.6289,27.2631,7.82382,4.36335,4.81985
85,7.24313,5.4043,6.75709,5.4092,2.62981,5.18964,9.195,9.45279,16.0204,4.12078,20.2189,15.3085,25.471,27.0672,20.839,8.28834,28.8922,7.70768,20.3733,28.0392,20.8753,29.9919,10.0278,34.4641,9.60368,15.1617,24.5992,8.03038,5.54608,5.18971
86,5.41895,5.74969,6.29365,6.70815,4.64301,4.58118,9.09143,12.8507,16.7272,4.67278,20.8984,12.7623,23.8117,28.0019,20.0304,8.3656,26.0887,7.85867,21.6682,30.213,22.471,29.9183,9.60334,33.8262,10.8166,15.1582,24.6289,5.21077,5.71407,5.76007
87,5.39246,5.81037,8.4006,5.69037,3.10917,3.38075,10.0229,12.1062,16.7188,3.73296,19.9,12.2418,27.0494,27.7101,18.4186,8.22089,27.9955,7.30586,19.0363,32.6583,23.0448,29.0244,9.56386,34.3241,8.84297,14.7432,24.7284,4.41133,3.22835,5.76969
88,6.55284,6.15376,5.13501,6.42749,5.59971,4.00157,9.1138,9.91594,16.7503,3.04437,19.7371,14.0728,25.334,28.8286,20.4494,6.52419,28.2083,8.96692,20.5896,30.3622,20.4321,28.591,9.87112,34.466,10.0531,14.7231,26.0957,7.99564,5.13229,4.88197
89,6.75147,5.46691,5.21005,5.52591,3.34071,3.84354,9.16811,9.29829,18.1056,2.94735,19.5451,14.1602,26.1791,28.2138,20.0499,7.36661,26.9905,6.52891,20.4003,30.215,23.0957,28.9033,9.80395,35.3624,8.21426,13.7102,25.5654,5.58486,3.49453,6.78621
90,6.11366,7.03194,6.99394,6.0335,3.21981,4.00621,11.0621,12.1503,16.8189,3.11578,20.9271,13.8824,25.6399,27.5896,17.3493,7.49816,27.8198,9.11075,19.9385,28.4439,23.5691,27.9021,8.27673,32.7215,8.89904,13.8973,25.3625,6.19218,4.23561,5.72878
91,8.39175,7.57136,5.65318,5.23241,2.0423,3.77801,9.62563,10.4872,16.6885,3.65941,21.6143,12.469,25.2273,29.321,21.6862,9.281,28.9457,8.19708,19.1758,29.1088,21.8718,29.7735,9.84283,34.4369,9.71754,14.0999,25.4876,7.2346,4.14965,5.6819
92,4.94817,5.47066,4.81141,4.70843,4.42648,3.25536,9.89559,9.49899,15.2413,2.4889,22.6348,13.4801,24.8068,27.4164,20.1442,6.91807,28.5789,8.13161,21.292,30.992,22.0318,29.7318,10.1005,35.6219,8.96574,13.4761,25.3549,3.71991,4.0665,5.77681
93,7.95924,6.41801,5.86761,5.09637,3.51187,4.66953,10.5383,10.6818,16.9416,2.96818,21.3525,13.6599,23.2473,29.2528,20.686,7.17301,28.9153,8.2471,21.6787,30.4513,21.3707,31.4443,8.87395,33.4716,9.82671,12.5862,26.054,8.41028,2.40288,5.6288
94,7.33087,6.10792,5.79239,4.96627,2.89112,3.73262,9.60758,10.8214,16.6705,5.94946,19.4339,12.3382,24.8943,30.2061,20.3218,8.15485,28.8433,8.49584,17.2944,31.6243,21.4638,29.632,8.57059,34.6822,9.45692,12.7643,24.9062,4.56903,5.01748,6.20835
95,4.87651,7.45733,6.29594,5.41685,5.68598,3.60036,10.3928,10.5896,17.9989,5.82355,22.4914,13.6483,26.0596,28.9904,20.2936,8.41124,28.7204,7.79783,19.6806,28.9939,21.6173,28.3873,9.81274,35.1464,8.53121,13.0943,26.1284,5.51354,4.64876,6.35638
96,6.87393,4.21087,7.83507,4.2787,1.5981,1.54801,10.3148,8.30037,17.2953,3.89642,19.0954,13.4073,27.1116,26.2974,18.6967,10.2659,29.9966,6.07414,19.6247,32.0823,19.5845,29.6044,8.62006,34.326,8.26247,14.6149,23.8814,4.0609,5.10219,6.35492
97,6.97697,6.90132,6.25803,5.14154,4.90933,5.16409,10.6744,10.7222,16.6983,4.58975,19.775,14.518,24.7847,29.0185,20.0228,6.16421,29.2645,8.99446,22.3903,29.8374,22.9027,29.2566,10.3643,34.2146,9.75383,12.12,26.4112,5.24898,4.23746,4.55205
98,5.98891,6.11557,6.48765,2.91425,2.87353,2.96839,10.6058,10.0319,15.7031,3.45977,20.8338,14.0688,26.5387,27.7321,20.2569,6.36585,27.0161,7.46094,20.049,28.0581,21.7801,30.222,11.2419,33.3483,8.85752,11.8059,25.076,6.37771,3.77349,6.40857
99,6.81177,7.11604,6.42159,4.17156,3.18866,4.90558,10.4411,8.54407,16.1782,2.63262,19.2388,12.0854,25.0812,29.3057,19.1487,9.60327,28.6168,7.77234,18.196,30.4421,22.419,29.6323,10.0688,32.8534,8.33279,13.4986,25.3935,6.71508,4.14159,4.41408
100,6.33336,7.12866,7.43583,4.54747,3.63253,3.25474,9.41335,10.489,17.5358,6.73205,18.4368,13.4653,24.5872,28.3321,17.1165,8.37501,27.4777,9.00671,21.5107,30.4317,24.4715,29.218,8.95285,32.9818,8.44386,13.7546,24.983,6.9945,6.18353,8.14454
101,6.28599,5.21358,6.07716,3.21562,3.05536,3.8323,8.72406,10.8297,15.5764,3.19232,20.0308,13.5057,25.4235,28.9643,21.1641,8.48233,29.0952,6.76412,19.2888,29.6344,22.0133,31.3667,8.5524,33.0582,9.18459,14.9251,26.7853,8.59088,3.72203,7.58654
102,6.33353,6.17234,7.59897,5.61541,5.28307,5.80197,9.42984,10.5463,16.1767,1.79711,21.4411,15.2755,25.8011,29.3237,18.7003,8.53304,26.0279,8.36539,20.2644,31.0426,21.4498,28.2953,9.85498,33.1711,10.9325,14.4485,25.8726,6.5325,2.55436,8.25094
103,7.21254,5.7197,7.25897,4.86981,3.51368,3.06354,11.2095,10.7572,15.1158,5.43425,20.6928,14.8266,26.3095,26.9465,21.1208,8.23454,28.5943,8.46677,18.6766,30.0455,21.4605,27.9941,8.20931,33.8281,8.61321,15.4407,25.6342,6.71115,3.36212,7.82022
104,8.55096,5.78108,7.88106,5.50348,4.78112,4.94529,7.73403,9.98647,17.2172,4.27549,18.8073,14.0393,25.0559,28.7432,20.6162,6.40092,29.2848,7.87676,18.8177,29.1617,22.1737,30.1048,10.2038,32.2752,8.62245,13.8485,25.7344,7.2839,2.15353,6.03752
105,5.6315,5.95865,6.02733,4.51264,6.41979,5.07488,10.5743,8.7514,16.3429,4.8002,20.2436,14.8033,25.2915,27.199,20.3692,7.30172,28.1174,8.42134,21.4623,28.8759,22.672,29.191,9.69002,33.2779,7.54141,13.7237,22.9517,4.81189,4.93255,5.00493
106,7.27713,6.34085,5.34136,5.28061,4.49506,3.32308,8.81248,8.882,17.7667,4.521,20.1581,13.8495,25.4072,27.7563,19.7169,7.57605,29.1021,8.06533,20.4309,29.1975,22.3713,29.6108,8.82177,32.3772,8.78109,13.9388,25.5348,5.49106,2.70483,5.8055
107,4.71343,5.70471,6.74022,4.92191,4.61059,0.89028,10.8728,9.30368,17.1489,3.33196,20.0905,12.0683,25.2346,29.3007,21.5485,9.69553,28.6015,6.79667,19.1425,30.0666,20.5242,28.6898,10.3549,32.8647,9.19376,14.729,27.0986,4.31635,4.05068,5.29373
108,5.60901,6.98684,7.88062,5.61692,3.51693,4.24553,8.76748,10.6083,16.2054,4.86721,20.2678,14.8165,25.8535,27.1063,20.2776,7.93768,28.8128,9.57828,20.4317,29.025,23.3281,29.0107,10.5555,32.9804,8.92771,12.3727,27.5049,6.11652,3.84201,5.32239
109,7.45918,5.9771,7.3715,5.33027,3.6314,2.03272,11.4732,11.4451,16.4295,3.44016,19.9827,16.1871,26.3388,29.6636,19.1337,7.04714,27.8273,8.30608,20.2662,28.363,21.4446,29.7386,9.8919,33.9883,9.39189,12.6069,25.265,3.98678,2.57638,6.15409
110,7.80043,6.25114,6.38266,5.10209,3.3294,2.88048,8.58787,8.8494,16.2781,4.33216,19.2002,13.3833,24.5078,28.0493,18.5236,6.78863,26.2968,7.37117,21.2956,29.9226,22.3488,31.3667,7.86955,34.2128,8.38589,13.1436,23.4706,5.37251,3.60954,5.24727
111,6.71605,6.86825,9.19047,4.04294,3.74458,5.05897,8.47267,11.1601,17.1325,4.51046,20.9009,15.2969,26.5713,28.0386,19.6405,6.77065,27.9195,7.94419,21.0422,31.6114,22.6207,28.3129,8.50906,33.9879,11.0188,14.7445,24.8565,4.75579,5.07278,4.65305
112,6.62524,4.98694,7.61594,5.85971,4.93862,2.47649,9.19036,9.74255,16.4657,2.45461,21.5109,13.8057,25.9732,27.3334,19.1943,8.75238,28.4506,8.20402,19.5054,30.8161,21.4841,29.4493,9.23212,33.9504,10.1197,13.7889,24.842,6.39469,4.48817,3.25011
113,5.16895,8.30464,5.98714,4.56118,6.70799,4.27814,9.97362,9.279,15.2775,2.86405,20.6121,14.8248,25.4557,27.5412,21.3702,8.30856,29.172,8.7832,19.6954,30.9907,22.1322,29.5619,10.1246,34.9881,9.87056,14.4899,24.9755,6.11083,3.76824,6.03175
114,7.9666,7.37277,8.04476,4.09093,4.1656,4.68054,11.0371,10.8456,17.5121,3.97322,19.2952,14.0926,25.0524,25.9659,18.3913,9.05747,26.0424,9.71648,19.9363,29.3406,22.5185,29.3603,9.64885,34.1069,7.79849,14.0442,23.2015,5.91361,2.54904,6.75096
115,8.16856,7.34126,5.92706,4.90255,6.06998,3.93799,9.93406,10.7621,14.9262,4.58281,17.8465,15.5649,25.7541,29.0395,17.4924,7.39507,28.9414,7.64471,20.7392,29.0144,21.5013,28.3345,10.3416,35.3103,9.18207,13.5949,24.8888,7.05377,4.21921,5.87147
116,7.66922,6.66571,6.75251,4.43273,5.071,3.07821,9.12683,8.73801,15.3169,3.57642,18.5605,16.0757,25.0609,30.5884,20.7862,9.04477,30.0299,7.83042,20.3042,29.5155,21.7518,27.4327,10.4682,33.5225,9.24387,14.0756,25.2376,6.23745,4.54623,8.32298
117,7.56271,5.06193,6.6717,5.36884,4.90476,3.20598,10.4597,10.1152,15.0847,3.08888,18.347,13.5518,24.1719,27.7774,18.5697,7.98046,28.725,8.63208,19.9488,32.4041,21.2884,28.1158,9.39715,33.7311,9.07983,14.1897,26.734,6.539,3.91263,4.87023
118,7.38751,6.1775,5.53336,6.49743,5.72775,4.27725,10.4408,9.50565,15.1293,3.81855,20.205,13.5744,24.9257,29.9409,20.5657,8.3817,28.5427,6.95987,17.6359,30.4707,23.134,29.2723,7.21979,34.4488,9.83559,15.6347,26.1893,6.46797,4.72039,5.90578
119,5.60025,5.30342,6.47945,4.27139,5.62016,2.68715,10.0566,10.8227,15.6955,3.91443,20.0296,12.8896,24.6311,26.3333,21.077,8.15745,28.1485,8.69976,19.4431,29.5528,19.6957,29.8564,7.32713,33.555,9.26783,14.3914,23.8483,4.54181,4.33673,5.04354
120,6.06592,4.54041,6.93585,4.15393,2.14852,2.86939,10.3667,11.4347,15.8488,3.39126,20.5715,11.1909,25.1037,28.2759,19.5054,6.97015,28.1531,9.34911,20.3775,29.4595,23.4836,27.2737,7.7935,33.9304,9.1121,13.9015,24.9577,6.0766,5.11551,5.95725
121,6.61522,6.37613,7.68925,5.82288,4.57891,4.41416,10.787,10.8347,16.6836,5.27224,19.8848,14.7624,25.9285,27.5039,19.1416,7.94618,27.98,7.86798,18.1604,30.3441,19.9347,29.5111,11.1547,32.9148,8.49834,12.5647,24.1007,5.34044,5.14435,6.37352
122,5.97314,4.09163,7.19191,3.73549,4.44712,3.17531,10.6055,10.4169,15.1755,4.45349,18.6869,14.8336,24.4777,27.782,19.7609,7.49602,26.9563,8.56981,20.7505,29.86,21.7722,29.7892,9.94358,35.0326,9.57217,14.9671,25.5172,6.52076,4.48947,6.1143
123,8.8006,6.18828,7.62742,5.47714,2.50197,2.20437,8.87122,9.78462,15.1971,3.45206,20.8824,13.7119,25.3994,28.2541,20.0477,8.75614,29.2519,6.63317,19.1468,32.1021,21.9619,28.8077,7.91786,34.1254,10.6028,13.3241,25.8995,6.94295,5.23436,6.04679
124,7.6134,6.56366,5.91611,5.10673,4.52317,4.46917,9.28393,9.53986,17.4693,3.78815,22.1102,13.6716,22.6467,28.6648,20.5521,9.01664,27.6865,7.37931,20.5209,32.6762,21.0538,27.6584,8.16666,35.0758,9.464,14.3535,27.8549,6.31792,2.67712,6.58169
