real_name,obs_e:221457.0_n:8184523.0_x:221457_y:8184523,obs_e:223413.0_n:8178296.0_x:223413_y:8178296,obs_e:228433.0_n:8192778.0_x:228433_y:8192778,obs_e:229788.0_n:8193427.0_x:229788_y:8193427,obs_e:231595.0_n:8198480.0_x:231595_y:8198480,obs_e:231694.0_n:8197619.0_x:231694_y:8197619,obs_e:233194.0_n:8190440.0_x:233194_y:8190440,obs_e:233837.0_n:8195775.0_x:233837_y:8195775,obs_e:233908.0_n:8189011.0_x:233908_y:8189011,obs_e:234195.0_n:8198194.0_x:234195_y:8198194,obs_e:235327.0_n:8184950.0_x:235327_y:8184950,obs_e:235614.0_n:8190354.0_x:235614_y:8190354,obs_e:235682.0_n:8187652.0_x:235682_y:8187652,obs_e:236163.0_n:8190958.0_x:236163_y:8190958,obs_e:236538.0_n:8191417.0_x:236538_y:8191417,obs_e:236616.0_n:8177416.0_x:236616_y:8177416,obs_e:236686.0_n:8192411.0_x:236686_y:8192411,obs_e:237006.0_n:8202926.0_x:237006_y:8202926,obs_e:237454.0_n:8185525.0_x:237454_y:8185525,obs_e:237496.0_n:8190167.0_x:237496_y:8190167,obs_e:238665.0_n:8188244.0_x:238665_y:8188244,obs_e:238954.0_n:8189678.0_x:238954_y:8189678,obs_e:239587.0_n:8185586.0_x:239587_y:8185586,obs_e:239760.0_n:8190677.0_x:239760_y:8190677,obs_e:240931.0_n:8186974.0_x:240931_y:8186974,obs_e:241878.0_n:8190407.0_x:241878_y:8190407,obs_e:244750.0_n:8189532.0_x:244750_y:8189532,obs_e:244814.0_n:8189459.0_x:244814_y:8189459,obs_e:245486.0_n:8201343.0_x:245486_y:8201343,obs_e:247863.0_n:8185501.0_x:247863_y:8185501
214,0.08892,1.89287,1.25381,2.09469,0.301324,0.591656,14.4798,3.56075,19.9334,1.20621,33.2174,18.6636,26.4813,17.5833,16.6784,44.3308,14.0817,0.070433,33.5,20.8454,26.728,22.7679,33.8144,20.193,30.1317,20.5101,20.5432,20.6514,0.337102,25.0789
215,0,0.000265,1e-06,6e-06,0,0,0.080226,0.000174,0.59674,2e-06,13.8489,1.34546,6.64866,1.40686,1.35237,38.7922,0.655406,0,36.8564,6.13831,24.8726,14.8449,63.3483,10.9311,51.1447,14.5824,10.7747,10.7903,0,3.76374
216,0,0,0,0,0,0,0,0,1e-06,0,9.9e-05,1e-05,6.3e-05,1.6e-05,2e-05,0.002459,1e-05,0,0.001959,0.000207,0.002382,0.001409,0.014972,0.00145,0.020442,0.00653,0.024806,0.026026,0,0.291552
217,0.030061,0.919515,0.127602,0.22444,0.011207,0.030419,5.57131,0.589773,9.92893,0.09085,19.6161,10.9909,17.4488,10.4598,9.85589,10.0386,7.63157,0.000572,22.92,14.1367,19.1607,15.6942,21.8633,12.9137,18.2419,11.0437,6.1333,6.03789,0.002161,1.13486
218,3.28534,26.7038,1.04503,1.14966,0.018246,0.053041,13.4835,0.635229,22.8571,0.062522,47.2892,14.7242,30.2518,11.5911,9.52334,30.4678,6.24774,7.5e-05,32.923,13.0558,16.9307,11.3952,19.0877,7.00817,10.369,3.60063,0.823587,0.796363,2.3e-05,0.053362
219,1.84398,0.011336,96.3929,117.349,43.8649,66.7969,67.9662,118.985,29.4504,55.339,0.438069,42.7544,6.20233,49.145,53.3823,2e-06,69.9549,0.371778,0.224375,20.1122,2.13054,6.46282,0.037169,7.86307,0.057757,0.959608,0.005081,0.004108,0.000386,0
220,3.03943,3.14709,1.21536,1.00051,0.135168,0.218498,1.199,0.386237,1.28774,0.131083,1.45118,0.935544,1.15523,0.810227,0.713967,0.593096,0.581032,0.001684,0.976168,0.707112,0.662181,0.526747,0.579341,0.351464,0.343925,0.16927,0.042957,0.041317,8.6e-05,0.001057
221,19.3354,19.2785,24.8667,25.0194,9.62067,12.3966,33.7609,19.1691,35.3529,11.2567,34.8474,31.0539,34.0175,29.18,27.7395,13.0065,25.5451,1.49585,30.1246,27.8725,26.8874,25.0264,23.7711,21.8035,20.1274,16.1058,8.33228,8.18046,0.431179,1.80359
222,1.10812,1.38313,6.88528,10.5684,3.5969,5.78962,44.0683,26.3237,46.5572,10.7034,22.4734,72.8906,47.8454,82.2265,87.9284,1.15767,89.5573,0.609347,27.0904,85.4319,57.7845,77.4507,21.9067,83.8012,27.418,52.6322,13.1533,12.4726,0.321183,0.411137
223,1.8e-05,0.003698,0.039183,0.186259,0.022793,0.070501,13.337,2.54383,23.0446,0.593681,43.964,28.3442,39.619,28.2112,27.6494,39.3798,23.525,0.017017,51.3894,36.7479,47.2119,42.3813,53.8745,39.4091,52.6568,42.4368,45.0552,45.2738,0.612893,51.1437
224,5.00525,0.156893,0.180485,0.07596,1e-06,3e-05,0.075982,0.002271,0.052368,5e-06,0.000457,0.012785,0.007298,0.010503,0.008293,0,0.005888,0,1.8e-05,0.003365,0.000131,0.000225,0,8.6e-05,0,1e-06,0,0,0,0
225,36.6967,41.065,15.3664,13.1515,1.17394,2.10643,17.6248,4.37707,18.8081,1.33556,18.5805,12.3221,16.2665,9.88349,8.3324,2.75274,6.62559,0.006874,11.9344,8.08823,7.23972,5.72901,5.69461,3.98232,3.28259,1.79786,0.288502,0.273304,0.000231,0.001824
226,1.43671,1.97602,1.43471,1.44764,0.754453,0.891294,1.98618,1.24347,2.14588,0.884491,2.4696,1.91184,2.19974,1.8168,1.74743,2.16758,1.6305,0.291277,2.23228,1.82035,1.90274,1.75707,1.98992,1.60636,1.755,1.43543,1.15116,1.14605,0.204068,0.741246
227,0,0,0,0,0,0,0,0,0,0,2.9e-05,0,8e-06,1e-06,1e-06,0.004552,0,0,0.00047,1.3e-05,0.000285,0.000104,0.002378,7.4e-05,0.002325,0.000343,0.001393,0.001466,0,0.012147
228,0,0.000103,0,1e-06,0,0,0.013849,2.3e-05,0.092886,0,2.24983,0.120235,0.685321,0.105264,0.089759,22.1993,0.041076,0,3.27385,0.311497,1.11216,0.554727,4.0608,0.359873,2.33617,0.431624,0.415565,0.422822,0,0.640676
229,0,0,0,0,0,0,0.001068,9e-06,0.006186,0,0.144266,0.009962,0.054312,0.009505,0.008755,2.28667,0.004888,0,0.282626,0.031848,0.152328,0.077584,0.438267,0.052856,0.36748,0.102014,0.203247,0.210082,1e-06,0.638643
230,41.6901,16.099,53.6886,52.04,37.8418,40.7443,48.2853,40.3807,46.3648,32.5911,34.0876,40.9497,39.2299,38.7864,37.1804,1.48804,35.9837,8.54602,26.6261,33.5296,27.0252,27.0717,17.1013,23.9518,14.7193,14.902,5.02974,4.84025,0.848449,0.165687
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06
232,0.002977,0.001295,0.107607,0.241786,0.449271,0.597229,0.98132,3.11827,0.818679,2.53743,0.175589,3.05372,0.862616,4.90465,6.79852,0.00387,9.9508,0.851816,0.383338,5.71309,2.66121,6.42898,0.500631,12.2404,1.34088,11.2429,3.36993,3.14216,2.18312,0.045732
233,0.000744,0.004973,0.018552,0.041196,0.021365,0.035564,0.680208,0.343642,1.10479,0.158133,1.97035,2.46811,2.57791,3.08186,3.52864,1.44966,3.43016,0.034858,4.41709,5.45073,7.68991,8.68374,7.96878,10.5513,11.7733,15.2362,17.6367,17.6121,0.673059,11.8097
234,15.1579,15.2254,3.79662,2.24314,0.559266,0.769949,1.7113,0.87897,1.70201,0.310844,1.54937,1.22509,1.33848,1.11191,1.00785,0.224657,0.869669,0.005934,1.00775,0.895207,0.6829,0.536352,0.428382,0.293759,0.18819,0.087798,0.016534,0.015569,5.6e-05,7e-05
235,0.936725,0,21.7194,20.8239,3.05373,5.5633,5.36608,4.34387,1.0533,2.3434,0,1.62961,0.00754,1.66932,1.60319,0,2.0846,0,0,0.175927,9.1e-05,0.008395,0,0.017593,0,3.6e-05,0,0,0,0
236,0.945077,0.030409,0.367373,0.17371,0.025973,0.028553,0.029712,0.023111,0.023455,0.014261,0.003276,0.015168,0.008826,0.012061,0.009867,0,0.009183,0.000129,0.00059,0.003932,0.000698,0.000796,5.9e-05,0.000465,4e-05,7.9e-05,1e-06,1e-06,0,0
237,3e-06,0.000464,4.4e-05,0.000126,2e-06,7e-06,0.083236,0.001081,0.373306,5.1e-05,4.91066,0.717341,2.64136,0.742366,0.714902,27.4971,0.388258,0,12.7712,2.66279,10.2027,6.48364,25.884,5.16839,25.1341,8.26654,8.3108,8.3976,8e-06,6.22758
238,0.07484,0.034769,3.39018,7.43156,12.7109,16.3119,25.5247,62.1551,21.7575,50.9009,5.30571,62.5289,22.3611,88.8506,112.138,0.092935,145.903,19.0017,10.8169,97.4884,53.5152,103.219,13.378,158.914,29.7511,141.125,54.6932,51.8336,32.0787,1.45684
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,2e-05,4e-06,9.4e-05,0.0001,0,0.004703
240,8.89833,5.80165,1.06028,0.757289,0.062198,0.096498,0.547944,0.105562,0.499578,0.033167,0.272405,0.202867,0.249566,0.141588,0.109718,0.004694,0.085622,0.000173,0.085218,0.081936,0.048396,0.04016,0.020118,0.023975,0.009221,0.005229,0.000247,0.000225,0,0
241,6.32053,25.3871,1.41416,1.2914,0.034351,0.08304,5.645,0.466232,7.99857,0.069496,14.9977,4.78565,8.90971,3.74724,3.07395,16.2339,2.10937,0.000184,9.55974,3.81774,4.71576,3.19122,5.74329,1.95654,3.12708,1.02688,0.296252,0.289281,3.4e-05,0.034891
242,0,0,0,0,0,0,0,0,1e-06,0,0.000193,6e-06,6.4e-05,8e-06,9e-06,0.01145,4e-06,0,0.001929,9.8e-05,0.001291,0.000613,0.011219,0.00052,0.011771,0.002172,0.008485,0.008957,0,0.108913
243,7.27035,14.2202,3.84079,3.83854,0.620119,1.04719,6.36446,2.67023,7.54951,0.972169,12.475,5.94911,8.30515,5.5551,5.31302,16.8307,4.88098,0.030487,9.58232,5.63986,6.20289,5.50195,7.51771,5.00102,5.87338,4.42039,3.13632,3.12189,0.017122,1.75758
244,0.000737,0.139029,0.009066,0.023124,0.000426,0.001674,1.99941,0.086606,4.54811,0.00841,16.4636,4.21771,9.64771,3.70126,3.27666,36.9836,2.18094,2.4e-05,17.0983,5.84462,10.5001,7.40275,17.4002,5.52581,13.3589,5.70145,5.35874,5.41675,0.000712,6.81352
245,0,0,0,0,0,0,0,0,3e-06,0,0.000429,1.2e-05,0.000125,1.4e-05,1.5e-05,0.027364,6e-06,0,0.003416,0.000151,0.002071,0.000931,0.019761,0.000776,0.021775,0.003489,0.016138,0.01717,0,0.216209
246,0.019094,0.839413,0.000356,0.000277,1e-06,3e-06,0.00686,4.4e-05,0.018116,2e-06,0.117409,0.006529,0.032372,0.003967,0.002669,0.421461,0.001192,0,0.053891,0.005158,0.010668,0.004386,0.022553,0.001704,0.006623,0.00066,0.000119,0.000117,0,2.3e-05
247,1.07969,53.6941,0.119706,0.218214,2.8e-05,0.000475,9.11548,0.170154,17.3909,0.002898,28.9846,7.393,21.7193,5.25484,4.37607,32.3002,3.32265,0,23.8008,5.52412,8.00426,4.72765,12.1815,3.45554,4.86093,1.78908,0.212506,0.201323,0,0.000105
248,0,0,0,0,0,0,0.000249,4e-06,0.003968,0,0.18869,0.104811,0.27215,0.210028,0.302338,0.528376,0.212349,0,4.25286,1.81434,8.64544,7.27473,23.6376,8.28106,33.3411,18.2748,37.163,38.1609,0.000355,77.7406
249,0.01481,1.75109,0.000834,0.001059,0,3e-06,0.107144,0.00054,0.268131,8e-06,0.900893,0.118524,0.440123,0.076011,0.053945,2.78362,0.027426,0,0.598112,0.098928,0.194038,0.086682,0.343759,0.039846,0.124849,0.018905,0.003175,0.003061,0,6.8e-05
250,0.429912,0.535252,5.37186,8.08118,8.74401,9.99875,18.1425,18.2466,19.4714,15.8023,17.5689,25.5165,23.1777,27.156,28.1078,6.59378,28.2865,11.4413,23.7806,29.9252,30.6996,32.2256,27.8047,33.4574,31.9837,35.0042,34.9727,34.9232,20.4491,26.4836
251,0.003968,0.008731,0.927704,2.5338,2.86649,4.2013,22.202,24.238,26.4956,16.0398,19.0364,58.9577,41.6822,72.0821,80.9114,1.72378,85.0576,5.96812,42.1185,92.811,92.6088,111.48,63.4714,126.53,97.1592,137.932,131.317,130.47,35.1995,50.1596
252,0.0002,0.004553,0.014123,0.032521,0.006756,0.013323,0.739754,0.143025,1.38716,0.045496,4.09235,1.78966,3.09126,1.80284,1.77329,7.62224,1.41639,0.004693,5.95039,2.90749,4.96954,4.06933,7.78679,3.7469,7.51345,4.85159,6.43892,6.52212,0.092247,10.5237
253,0,0,0,0,0,0,0.000229,0,0.005109,0,0.630953,0.010062,0.11161,0.008617,0.006898,11.3721,0.002058,0,0.987124,0.042546,0.193372,0.083856,1.16138,0.051314,0.472539,0.056154,0.033952,0.03419,0,0.008779
254,0.511544,8.17416,0.009935,0.007579,1.3e-05,5.7e-05,0.115957,0.001117,0.235191,3.9e-05,0.719848,0.081001,0.28761,0.050137,0.034695,0.758175,0.017734,0,0.30388,0.050937,0.073008,0.0354,0.100062,0.014938,0.029507,0.004419,0.000384,0.000365,0,7e-06
255,0,2e-05,0,0,0,0,8e-06,0,4.3e-05,0,0.000798,2.5e-05,0.000218,1.7e-05,1.2e-05,0.026919,5e-06,0,0.000804,4.5e-05,0.000228,7.9e-05,0.000833,3.4e-05,0.000451,3.6e-05,3.5e-05,3.7e-05,0,0.000128
256,107.9,4.03849,87.7491,64.4873,3.52037,7.2157,41.3243,14.1873,25.7092,2.76222,1.30941,15.6276,6.28027,12.6739,10.7131,3.6e-05,9.93395,0.000984,0.333712,4.8953,0.812409,1.30197,0.029722,0.885306,0.018718,0.065838,0.000189,0.000154,0,0
257,0,5.9e-05,0.000157,0.001233,3.9e-05,0.00022,1.60275,0.099248,4.8057,0.008072,18.6771,10.2757,17.7284,11.2648,11.5049,15.6382,8.82846,2.2e-05,35.1489,20.8538,33.5291,28.6701,44.4683,26.3177,42.825,30.3026,32.376,32.5681,0.016201,33.5154
258,1.88376,0.200919,0.527695,0.352434,0.092106,0.113054,0.146219,0.07885,0.10215,0.03754,0.020432,0.05182,0.03602,0.040074,0.033133,2.6e-05,0.030249,0.000855,0.006305,0.018181,0.006355,0.006841,0.00119,0.004461,0.000673,0.000796,2.7e-05,2.4e-05,1e-06,0
259,0,0,0,0,0,0,0.00497,1.1e-05,0.045962,0,1.70642,0.109833,0.676652,0.113964,0.108854,19.5959,0.052316,0,4.87083,0.527693,2.66216,1.38473,9.04963,0.983641,7.23848,1.66208,2.4378,2.50986,0,5.69363
260,0,0,0,0,0,0,0.000235,0,0.00446,0,0.153563,0.006076,0.048637,0.004691,0.003633,0.881724,0.001556,0,0.19301,0.021503,0.069875,0.044046,0.231921,0.023637,0.095833,0.029092,0.025056,0.025707,0,0.029353
261,0.129985,1.32904,6.74366,15.2351,6.46377,11.2131,70.4275,47.5944,76.5525,27.545,74.2568,80.9257,82.1136,80.6781,80.2099,25.4436,78.0644,3.87687,82.4109,82.3738,83.5096,82.8626,83.6113,81.918,83.6173,81.3223,78.7937,78.764,12.123,57.2916
262,2.27528,0.824269,13.2904,19.1929,11.285,17.7139,43.2074,64.4599,36.6714,43.0165,7.6348,68.4452,29.6951,80.7107,87.4071,0.009197,92.9109,2.95598,8.74389,78.2569,43.1213,71.9528,5.758,82.6048,12.8129,64.9113,13.8125,12.4775,2.32906,0.001386
263,1e-06,7.4e-05,0.000181,0.000551,7.6e-05,0.000181,0.042204,0.004436,0.107358,0.000996,0.610012,0.163285,0.379445,0.16821,0.166495,2.54721,0.120544,6.6e-05,1.17641,0.363376,0.888612,0.649465,2.01381,0.589441,1.96566,0.970782,1.76069,1.80475,0.005226,4.93969
264,1.69927,13.6947,2.08548,2.77218,0.057636,0.174642,35.1631,2.68622,52.829,0.27944,68.0424,43.9994,64.2231,38.1379,33.5419,9.30874,24.7204,0.000273,53.728,41.0978,42.8208,35.0749,31.0098,24.7409,20.9249,12.2923,1.9743,1.86561,8.8e-05,0.026938
265,0,0,0,0,0,0,1.1e-05,0,0.000213,0,0.031209,0.001171,0.011058,0.001486,0.001591,1.10919,0.000659,0,0.256529,0.016358,0.175711,0.087121,1.12737,0.070645,1.07941,0.219033,0.553084,0.5763,0,2.92461
266,21.0618,22.2152,27.2919,27.6982,18.1172,20.2017,32.8703,24.4994,33.9125,19.5672,34.0026,31.4033,33.4343,30.256,29.3818,20.4549,28.0538,9.09233,31.7588,29.6299,29.4954,28.1737,28.4598,26.2615,26.1804,23.2553,18.374,18.2603,6.12729,10.3584
267,0,0.014793,2e-06,1.9e-05,0,0,1.76893,0.001864,8.25377,3e-06,38.2316,7.06803,24.257,5.75528,4.89792,77.9083,2.94304,0,35.2908,9.87474,22.6856,12.2013,32.9435,7.21269,24.7933,5.98052,3.14244,3.10199,0,0.13447
268,15.1352,3.14519,36.3177,35.7365,29.7819,31.0257,30.8577,29.7747,27.8452,26.3817,14.5543,25.9313,21.4068,25.1645,24.5675,0.427607,24.6452,10.7664,11.9167,21.0308,15.0715,16.4842,7.68503,15.3508,7.44119,9.51252,3.27767,3.15062,1.46757,0.148384
269,4.35615,4.50603,1.80449,1.42791,0.366633,0.504724,1.39622,0.65436,1.43438,0.28401,1.42469,1.0617,1.21777,0.948487,0.860919,0.361403,0.74752,0.009052,0.965865,0.809257,0.702442,0.59001,0.554913,0.408627,0.337274,0.189943,0.048502,0.046556,0.00027,0.000985
270,0,0,0,0,0,0,1.8e-05,0,0.000502,0,0.071355,0.006386,0.042819,0.010195,0.012587,0.789075,0.006182,0,0.754022,0.105686,0.74151,0.433002,2.38684,0.376695,2.57902,0.795692,1.45883,1.50442,0,2.70203
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,7e-06,0,1.2e-05,4e-06,8.7e-05,4e-06,0.000104,5.1e-05,0.0001,0.000104,0,0.007318
272,69.313,21.8007,85.6009,75.2809,35.5001,43.1725,63.4873,47.0624,60.6963,28.4983,38.9562,51.6207,49.4373,48.2839,45.4038,0.00811,42.6907,0.983913,24.3305,38.376,25.6761,25.3403,9.24955,19.9734,7.57282,9.08663,0.894884,0.813223,0.012919,1.4e-05
273,0.096344,0.114631,3.47698,7.25739,8.98797,11.5069,24.8164,30.7081,25.1136,25.1316,14.0176,39.935,29.1282,43.7954,45.8246,1.05446,47.0437,12.1635,23.7822,46.3812,43.1467,47.948,29.1304,49.7955,39.5929,49.5971,44.8129,44.4668,22.8459,12.1504
274,0,0,0,0,0,0,0.000112,4e-06,0.000694,0,0.009449,0.002382,0.006377,0.002792,0.002923,0.069357,0.0017,0,0.033249,0.00754,0.019245,0.011554,0.082176,0.010413,0.083465,0.022952,0.077091,0.079428,1.8e-05,0.12617
275,0,0,0,0,0,0,1e-06,0,2.5e-05,0,0.005763,9.7e-05,0.001225,0.000107,0.000103,0.426455,3.7e-05,0,0.031335,0.001044,0.011436,0.004748,0.10728,0.003344,0.075604,0.008864,0.020376,0.021378,0,0.175552
276,20.1787,16.2894,2.72642,2.12177,0.012462,0.047658,2.74136,0.214948,2.72659,0.022046,1.36752,1.10749,1.51126,0.658957,0.454025,2.5e-05,0.317826,0,0.298475,0.346474,0.194849,0.173707,0.030125,0.101259,0.013375,0.009937,3.6e-05,2.8e-05,0,0
277,25.5657,11.4533,77.0263,87.0173,33.0515,45.8722,119.336,81.5458,113.969,45.0395,58.6763,110.49,93.9824,106.462,102.687,1.27844,98.273,2.74299,50.2535,93.1026,68.3053,73.6093,30.3837,65.5164,29.1699,36.6013,8.22467,7.77417,0.287782,0.100565
278,3.31077,18.48,4.97646,5.84989,0.619624,1.16931,22.6388,4.97506,29.0144,1.48687,40.3066,24.2897,33.8579,21.8167,19.9229,48.4307,16.1647,0.040661,37.7944,24.0532,29.2751,24.0356,34.5998,19.3854,28.2784,16.2653,11.3728,11.3394,0.046905,6.6605
279,7.32839,0.688602,0.799939,0.527949,0.001908,0.007432,0.515343,0.039733,0.403766,0.00234,0.033459,0.132485,0.096967,0.092606,0.071983,0,0.056528,0,0.004082,0.039383,0.007193,0.00919,0.000168,0.004265,6.9e-05,0.000164,0,0,0,0
280,0,0.000609,0,0,0,0,1.9e-05,0,0.000393,0,0.048498,0.000253,0.003003,0.000131,6.3e-05,0.180567,7e-06,0,0.017436,0.000421,0.000933,0.000455,0.002218,7.7e-05,0.000507,8e-06,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,5e-06,0,1e-06,0,0,0.001128,0,0,7.5e-05,1e-06,4.1e-05,1.5e-05,0.000856,1.3e-05,0.001061,0.000107,0.000801,0.000868,0,0.021876
282,0.134938,3.65867,0.171508,0.246519,0.006767,0.019576,2.92458,0.252375,4.6199,0.037811,10.5506,3.51992,6.50168,3.02934,2.66989,17.9247,1.93617,0.000152,9.1238,3.66879,5.18972,3.84002,7.80481,2.89292,5.38686,2.43284,1.65697,1.65785,0.000429,1.10938
283,5e-06,0.019031,0,0,0,0,8.9e-05,0,0.000695,0,0.031497,0.000268,0.004055,0.000144,8.5e-05,0.513116,2.2e-05,0,0.017566,0.000399,0.002035,0.000521,0.008376,0.000141,0.001798,5.6e-05,6e-06,6e-06,0,1e-06
284,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0.000415,0,0,5e-06,0,1e-06,0,8e-06,0,3e-06,0,0,0,0,1e-06
285,0.274815,3.30052,2.26402,5.43426,0.89018,2.14607,70.4237,29.0118,87.2019,9.19428,84.1234,108.583,107.707,110.01,109.392,27.6922,102.768,0.22387,105.465,117.643,121.049,119.556,111.838,115.517,118.255,110.731,91.6514,90.9667,1.40047,17.9927
286,10.1675,12.0204,1.26289,0.913355,0.082952,0.129592,1.02761,0.189825,1.11782,0.059022,1.19028,0.571244,0.862632,0.424333,0.33854,0.502387,0.252109,0.000759,0.595289,0.319677,0.28277,0.20168,0.243796,0.12176,0.116451,0.048236,0.008798,0.008448,1.6e-05,0.000393
287,2.0601,0.754317,20.2404,27.9575,35.1513,38.4449,37.6847,56.4044,32.5827,52.394,13.3033,47.3036,28.6174,52.929,56.7516,0.76464,62.4305,30.8386,17.0192,49.936,35.2303,46.2214,16.4664,52.2632,22.799,43.4929,24.1548,23.4759,20.6404,2.9021
288,0,0,0,0,0,0,0.227669,0.000557,1.94984,3e-06,29.6615,5.25196,18.4294,5.58348,5.45943,67.132,3.23863,0,54.6306,15.788,39.0593,27.0084,66.3268,20.2945,54.0543,25.0392,25.7748,26.1159,5e-06,25.6371
289,0.011957,0.145359,6e-05,3.8e-05,0,0,0.000223,2e-06,0.000335,0,0.000904,0.000128,0.000316,7.5e-05,4.6e-05,0.001282,2e-05,0,0.000267,6.1e-05,7.3e-05,3e-05,7.9e-05,8e-06,1.7e-05,1e-06,0,0,0,0
290,0.537692,0.753258,0.036747,0.025316,0.001299,0.002203,0.034812,0.003785,0.0409,0.00099,0.052286,0.018774,0.034243,0.012894,0.009646,0.042944,0.006438,7e-06,0.027017,0.00992,0.010031,0.006144,0.010695,0.003347,0.004296,0.001405,0.00029,0.00028,0,1.9e-05
291,0.002528,0.000293,0.065146,0.142281,0.063789,0.125566,0.611129,2.39829,0.437046,1.1209,0.036269,2.406,0.301984,5.44033,10.1687,1.2e-05,22.6275,0.022424,0.047828,6.36814,1.01435,6.96726,0.028922,30.5146,0.12184,22.9641,0.605999,0.485446,0.246719,3e-06
292,0.769845,1.97496,0.001428,0.00057,0,1e-06,0.002933,1.4e-05,0.004294,0,0.004008,0.000815,0.00193,0.000446,0.000274,1.7e-05,0.000129,0,0.000401,0.000233,0.000115,6.2e-05,2.4e-05,1.5e-05,4e-06,1e-06,0,0,0,0
293,0.004711,1.84981,3.4e-05,3.4e-05,0,0,0.012635,7e-06,0.053902,0,0.646476,0.018467,0.135364,0.010665,0.006766,1.61878,0.002362,0,0.258888,0.016991,0.039622,0.014777,0.081285,0.004771,0.018521,0.001277,7.1e-05,6.7e-05,0,1e-06
294,0,0.001253,0,0,0,0,9.1e-05,0,0.000492,0,0.012613,0.000267,0.00226,0.000172,0.000118,0.259575,4.1e-05,0,0.009599,0.000437,0.001839,0.000661,0.0076,0.000266,0.002832,0.000209,0.000108,0.00011,0,0.000114
295,40.0233,32.3776,36.638,34.542,22.1688,24.7185,34.3188,27.0504,34.4646,20.6275,33.7018,31.4474,32.6977,30.2349,29.2707,14.2781,28.0254,4.93677,29.6477,28.5565,26.9817,25.7017,24.2138,22.9541,20.6547,17.058,9.01868,8.85491,0.972795,1.7836
296,0.46144,0.122688,11.7446,20.0625,34.4062,38.8604,34.5768,75.7706,27.7534,72.5159,7.14425,55.9206,24.1112,69.8196,80.4482,0.139794,96.4391,41.4905,11.427,67.1988,39.4536,63.6011,12.0804,82.4078,21.9715,68.6307,31.4264,30.1197,34.4072,1.39165
297,0.292547,0.02426,0.011146,0.005851,9.5e-05,0.000174,0.001437,0.000192,0.000888,3.9e-05,9.3e-05,0.000238,0.000187,0.000175,0.000139,0,0.000116,0,1.4e-05,7e-05,1.3e-05,1.4e-05,1e-06,5e-06,0,0,0,0,0,0
298,0,0,0,0,0,0,6e-06,0,4.7e-05,0,0.001347,5.5e-05,0.000201,4.6e-05,3.7e-05,0.025851,1.4e-05,0,0.002337,0.000123,0.000317,0.000175,0.004039,0.000146,0.001772,0.000173,0.000212,0.000217,0,0.002911
299,56.1386,51.0703,55.4814,56.2684,1.92573,5.54911,106.422,29.9181,113.391,5.68416,96.8262,80.9535,98.4177,69.8019,62.9396,0.923635,54.7546,0.001736,62.2758,61.3102,52.4958,47.3262,26.6053,35.5275,18.2108,14.3398,1.11395,1.00364,8.2e-05,4.5e-05
300,1.66541,0.408039,0.021286,0.010433,1.6e-05,8.1e-05,0.010298,0.000348,0.009161,1.5e-05,0.001434,0.002807,0.002834,0.001368,0.000752,0,0.000399,0,0.000112,0.000347,7.3e-05,7e-05,2e-06,3.3e-05,1e-06,3e-06,0,0,0,0
301,17.8411,13.4497,22.2436,21.2465,8.24666,9.5534,19.1547,9.46529,18.3368,6.87662,13.6009,12.2673,13.3105,10.3222,9.19213,0.184814,8.32457,0.867426,8.3753,8.16568,7.13887,6.88047,5.64787,6.43762,4.79602,4.50532,0.951225,0.901859,0.029084,0.002301
302,0,0,0,0,0,0,0,0,0,0,8e-06,6e-06,2.8e-05,1.7e-05,2.8e-05,5.6e-05,1.2e-05,0,0.00292,0.000316,0.003897,0.001386,0.022735,0.001265,0.025042,0.014312,0.025504,0.025551,0,0.461834
303,0.21754,0.597305,0.010828,0.007877,0.000132,0.000319,0.023311,0.001298,0.031368,0.000182,0.053243,0.015795,0.031719,0.010936,0.008083,0.09445,0.004847,0,0.031265,0.009991,0.012489,0.006978,0.015966,0.003384,0.006438,0.001406,0.000316,0.000307,0,2.4e-05
304,0,0,0,0,0,0,0.000111,0,0.000892,0,0.029828,0.001561,0.009228,0.001548,0.001486,0.352742,0.00091,0,0.042283,0.003337,0.02579,0.009778,0.045703,0.004921,0.043897,0.010449,0.021825,0.022765,0,0.044962
305,0.001197,0.456115,1e-05,1.2e-05,0,0,0.00262,2e-06,0.007093,0,0.045479,0.002809,0.011003,0.001666,0.001051,0.057968,0.000391,0,0.014503,0.002055,0.003516,0.001478,0.004741,0.000452,0.001326,0.000102,4e-06,4e-06,0,0
306,6.78988,1.30282,19.8154,19.7679,17.3828,18.061,18.9785,17.9759,18.3135,16.1603,11.601,17.4035,15.9315,16.979,16.6377,0.090668,16.4846,6.1269,10.0092,15.2585,12.2693,12.8978,6.62011,12.0403,6.57663,8.11213,2.81911,2.69895,0.791137,0.036666
